c instance by G2
84 40 -2 0
2 -84 -79 0
70 -4 88 0
-58 90 7 0
13 40 72 0
76 36 -94 0
-62 71 -15 0
76 -26 -67 0
-2 -59 72 0
-98 -10 12 0
-68 2 75 0
14 63 -35 0
81 92 82 0
97 -68 41 0
5 43 28 0
-93 20 99 0
-89 -27 16 0
84 -99 1 0
59 -56 54 0
32 52 -8 0
53 -39 94 0
-12 -13 -20 0
-92 -74 -39 0
15 -32 51 0
93 69 -28 0
17 -12 2 0
43 -37 3 0
-47 45 12 0
-59 -99 77 0
-31 -10 -59 0
-14 60 88 0
93 -79 -45 0
-31 -81 -70 0
70 47 -44 0
98 80 -31 0
-72 -5 -80 0
-61 70 99 0
-18 -39 90 0
5 59 47 0
5 92 -44 0
-36 16 -96 0
-90 -21 -53 0
40 -20 58 0
47 -96 27 0
-45 -20 87 0
-31 93 92 0
-43 -55 71 0
100 -57 73 0
-87 83 15 0
43 7 62 0
-98 24 -31 0
-84 63 -38 0
-82 -73 96 0
-41 -61 -26 0
-17 40 -99 0
15 -27 -56 0
-81 -52 -15 0
-91 84 17 0
73 -3 77 0
12 -68 26 0
7 -98 63 0
-65 98 89 0
47 11 -75 0
80 62 71 0
70 96 -9 0
-15 14 34 0
-69 48 19 0
46 95 33 0
53 23 -82 0
47 29 10 0
84 -92 -35 0
77 -19 83 0
-100 -6 -63 0
-63 -71 85 0
-98 -20 77 0
-22 -16 50 0
20 18 -65 0
42 -31 -27 0
-67 -58 -36 0
55 -49 -20 0
-41 -98 -39 0
-34 94 79 0
13 -15 -12 0
-54 -33 -40 0
-39 -11 8 0
98 -24 10 0
96 90 -6 0
-20 48 77 0
80 52 -34 0
83 59 85 0
-56 26 94 0
66 94 -62 0
34 50 88 0
77 28 76 0
18 61 84 0
-78 97 -4 0
-7 -41 -71 0
79 91 64 0
-43 29 77 0
-48 -29 20 0
-77 50 -20 0
95 45 77 0
86 42 84 0
51 94 -32 0
-55 -53 -59 0
69 95 86 0
50 -44 -77 0
54 70 88 0
23 -91 -15 0
93 -65 97 0
25 -33 96 0
86 -4 60 0
88 87 -63 0
-67 39 -31 0
5 92 -8 0
61 36 -32 0
86 54 3 0
-46 -23 49 0
-22 -51 94 0
36 85 -21 0
98 -36 -35 0
-20 -67 15 0
98 58 -24 0
53 74 19 0
97 61 -64 0
14 -100 77 0
-81 -60 41 0
-28 17 -7 0
-27 -43 -61 0
-5 4 -43 0
-31 -37 -12 0
69 58 -73 0
-66 -84 54 0
-90 -94 67 0
-73 27 -65 0
-48 -96 -64 0
11 39 51 0
84 -69 92 0
90 -4 83 0
-53 -35 -30 0
-34 76 4 0
-40 89 56 0
-72 42 38 0
-90 89 98 0
-56 35 -32 0
38 47 -91 0
-88 7 28 0
35 -71 -7 0
26 -10 -28 0
-33 -87 -78 0
6 99 -26 0
-83 84 58 0
72 66 99 0
46 92 -9 0
78 -18 20 0
68 -48 -12 0
7 33 86 0
-28 -35 -4 0
2 92 18 0
45 44 -18 0
-63 80 50 0
40 -78 2 0
75 -57 1 0
-77 -53 -67 0
6 30 13 0
-76 33 -5 0
86 -94 -31 0
-69 -95 91 0
35 88 63 0
-27 88 -20 0
16 6 50 0
84 65 -10 0
-36 60 -89 0
-53 8 -61 0
78 -3 -73 0
47 -1 -17 0
-85 16 3 0
-57 46 -93 0
23 32 -25 0
-34 95 74 0
-33 -62 82 0
-87 18 52 0
-85 78 -98 0
-54 -79 -20 0
98 -77 84 0
-4 -29 34 0
-24 -97 55 0
51 -22 52 0
54 -16 84 0
-57 -22 23 0
-50 -30 39 0
15 -87 20 0
58 79 73 0
41 52 35 0
46 -56 8 0
41 81 84 0
-18 19 -54 0
30 64 -2 0
-8 18 86 0
84 41 63 0
24 -26 -71 0
-60 -59 47 0
81 -7 -28 0
11 -96 -61 0
-18 24 76 0
-3 -18 1 0
-7 97 -2 0
30 -39 -3 0
7 37 -54 0
68 -96 37 0
-61 -13 -66 0
42 -57 3 0
11 -3 -100 0
56 1 -27 0
-61 59 77 0
-26 84 25 0
90 -85 9 0
-19 25 27 0
-67 42 10 0
-80 53 44 0
-78 96 14 0
4 -55 -2 0
-62 20 35 0
-96 -92 -14 0
33 3 38 0
-68 -15 -95 0
-89 16 45 0
40 -38 -45 0
62 48 100 0
-21 3 4 0
49 82 -55 0
23 -58 17 0
56 7 62 0
58 -25 -33 0
82 33 -98 0
-34 -18 -49 0
67 78 -56 0
-85 -52 55 0
-12 -17 24 0
-68 -72 -14 0
5 73 -11 0
50 13 18 0
65 45 -71 0
45 -48 25 0
62 -17 77 0
-18 -14 13 0
-71 48 -11 0
-91 -6 15 0
-30 29 -54 0
-16 -7 -39 0
67 32 -86 0
76 56 81 0
52 -2 -12 0
-16 -77 56 0
-50 87 29 0
51 -74 -87 0
52 -42 37 0
-43 -98 100 0
9 89 68 0
-88 84 -68 0
-55 100 -80 0
99 17 -40 0
68 30 15 0
-29 18 89 0
-75 -77 -64 0
89 -54 93 0
-80 71 -70 0
-88 74 -68 0
-51 -67 -21 0
-41 38 20 0
-87 -65 39 0
96 -71 67 0
60 33 -61 0
63 -81 7 0
74 2 43 0
62 71 10 0
49 -85 21 0
28 46 -47 0
-30 -45 -38 0
17 81 -44 0
21 72 -59 0
-6 -41 -73 0
39 -77 3 0
-66 -63 39 0
-82 47 -58 0
90 16 -28 0
1 -32 84 0
-99 -74 -30 0
43 32 19 0
75 -41 81 0
84 -37 69 0
88 -14 -15 0
48 -23 -74 0
74 8 61 0
-46 58 88 0
64 -77 -95 0
-25 -49 -95 0
-1 -80 -29 0
84 5 100 0
49 61 78 0
-85 17 -91 0
-34 53 23 0
-49 -79 -22 0
-61 -85 68 0
-94 -54 34 0
79 33 35 0
29 -48 -26 0
81 52 27 0
-18 -58 57 0
52 42 69 0
76 -15 -31 0
-49 9 -94 0
28 -43 73 0
92 98 65 0
19 -90 11 0
62 64 -49 0
-9 -85 -42 0
38 57 -72 0
-79 100 99 0
65 84 3 0
70 43 4 0
5 44 -78 0
69 -62 -74 0
34 -14 49 0
88 -68 97 0
-88 -39 87 0
20 41 77 0
64 -90 -95 0
50 14 100 0
10 -2 49 0
-68 -27 83 0
49 -16 -56 0
-1 38 9 0
12 -46 43 0
38 22 -88 0
42 -9 -13 0
-16 -75 46 0
-56 86 67 0
-11 -82 -24 0
-26 25 -28 0
-52 -46 95 0
100 -41 -50 0
60 86 -94 0
86 47 -100 0
-11 -99 14 0
33 53 -92 0
17 -61 -38 0
-52 -7 -49 0
21 -99 30 0
97 -78 -68 0
10 -14 -53 0
-74 78 99 0
95 73 65 0
91 -8 89 0
40 -50 13 0
-24 62 -22 0
-4 -43 61 0
-6 80 -39 0
84 99 45 0
-28 -60 -8 0
13 46 -48 0
95 19 -43 0
-82 -77 -73 0
94 -53 -1 0
-19 -90 24 0
-12 36 78 0
-4 -86 -85 0
82 -32 3 0
-15 63 56 0
95 -98 -40 0
-67 75 99 0
37 56 7 0
-63 -56 -70 0
15 39 -16 0
-71 -26 41 0
-14 -92 83 0
78 96 -51 0
-82 -39 64 0
-35 -14 -52 0
71 27 41 0
24 -35 -8 0
61 7 92 0
-84 -41 8 0
-68 -74 -10 0
-73 -98 65 0
8 -42 78 0
-72 43 -66 0
-7 66 -11 0
18 -12 79 0
-33 -40 -53 0
6 -8 -45 0
-99 -81 46 0
-18 26 -61 0
62 28 -50 0
-75 42 -11 0
47 29 -12 0
-97 19 -64 0
-44 -45 -77 0
21 14 27 0
-95 42 37 0
-85 -13 67 0
-76 -39 -61 0
72 -95 11 0
32 67 55 0
-81 92 41 0
-85 69 7 0
-42 20 -24 0
-49 -48 58 0
32 56 70 0
-86 -84 -25 0
67 -25 -91 0
-96 51 -44 0
-39 42 34 0
-26 -98 -60 0
-17 -30 -4 0
84 -94 -39 0
5 53 -83 0
-80 96 -81 0
47 25 80 0
79 30 -56 0
-40 -22 4 0
-80 -84 -8 0
47 -12 87 0
-14 -32 51 0
50 -24 -95 0
-72 26 82 0
-6 72 -75 0
23 36 -71 0
-99 26 -11 0
58 54 12 0
62 -71 94 0
99 -38 -16 0
90 54 95 0
-100 -81 -73 0
45 -66 -64 0
-51 3 12 0
97 51 57 0
-61 50 -38 0
99 83 62 0
-97 83 46 0
-3 31 38 0
95 -60 -42 0
-60 -53 56 0
33 -2 26 0
78 2 -81 0
17 -9 -38 0
-40 -92 -10 0
-50 78 18 0
64 27 87 0
21 -29 87 0
-2 91 94 0
57 2 -19 0
10 -49 -62 0
-76 -26 31 0
45 62 -18 0
-61 25 -55 0
36 -84 -46 0
15 -42 88 0
28 -22 49 0
98 62 -80 0
45 -28 32 0
-74 -94 77 0
64 53 -31 0
83 -37 95 0
-78 -56 95 0
-55 -37 -85 0
40 -57 19 0
11 -69 -46 0
62 -87 8 0
-70 -78 -5 0
64 -57 98 0
-59 39 48 0
-89 56 -47 0
79 -49 -98 0
-37 -69 -61 0
-8 -30 -93 0
45 -76 70 0
-15 -95 18 0
56 3 73 0
9 86 -45 0
48 -32 -31 0
49 98 -37 0
12 -43 45 0
-38 -22 77 0
-87 48 83 0
-21 -15 38 0
-36 44 -8 0
-50 -40 86 0
83 80 -79 0
42 -84 -79 0
-98 -83 6 0
-29 83 -56 0
34 49 -78 0
-60 19 -37 0
13 7 23 0
7 -28 -5 0
14 -53 -87 0
-21 -12 -29 0
