c instance by G2
-42 20 -24 0
100 -57 73 0
-60 -53 56 0
62 56 91 0
39 -98 -48 0
33 -90 29 0
67 -54 36 0
-96 44 61 0
-48 -29 20 0
-3 31 38 0
-58 90 7 0
7 33 86 0
46 -98 72 0
28 46 -47 0
-30 29 -54 0
85 -96 27 0
88 87 -63 0
89 -54 93 0
-15 -28 83 0
-97 19 -64 0
-41 34 19 0
90 54 95 0
81 71 -52 0
78 -12 -81 0
46 95 33 0
70 -66 73 0
68 30 15 0
-57 -22 23 0
35 -71 -7 0
-6 -41 -73 0
13 7 23 0
-57 99 23 0
60 33 -61 0
-27 88 -20 0
-85 78 -98 0
-46 58 88 0
-76 -41 55 0
90 -69 -97 0
-91 -24 -76 0
-61 25 -55 0
45 62 -18 0
45 -48 25 0
6 30 13 0
42 -84 -79 0
-98 -83 6 0
-39 42 34 0
-2 -59 72 0
-19 18 -44 0
-17 -97 47 0
77 28 76 0
-38 2 -32 0
-61 50 -38 0
-15 21 30 0
90 16 -28 0
-8 18 86 0
64 -90 -95 0
37 56 7 0
86 47 -100 0
19 -90 11 0
45 44 -18 0
20 41 77 0
-72 -5 -80 0
-31 -81 -70 0
-95 42 37 0
87 27 -42 0
-85 -73 -98 0
62 71 10 0
90 -19 -40 0
47 44 -68 0
-17 -2 -14 0
-60 -15 84 0
78 -16 84 0
78 -3 -73 0
4 5 25 0
-35 -97 2 0
-4 -43 61 0
-52 71 80 0
-74 -94 77 0
89 -99 4 0
-37 -69 -61 0
-85 -52 55 0
-9 -90 -4 0
20 -11 83 0
-43 -98 100 0
49 -85 21 0
-21 -12 -29 0
53 23 -82 0
74 23 96 0
56 7 62 0
76 -75 -37 0
21 -29 87 0
84 -69 92 0
-14 60 88 0
-78 -36 53 0
-58 62 -92 0
-50 12 81 0
5 43 28 0
-3 -18 1 0
-85 16 3 0
80 52 -34 0
55 -49 -20 0
-82 -39 64 0
17 -75 -27 0
66 -52 65 0
97 -68 41 0
21 24 -2 0
85 47 -92 0
43 32 19 0
6 99 -26 0
63 23 74 0
57 -12 -5 0
-26 75 -92 0
49 -16 -56 0
-59 -99 77 0
-100 -81 -73 0
42 -71 -19 0
17 88 93 0
-4 36 -61 0
67 32 -86 0
89 -7 54 0
-88 7 28 0
40 -50 13 0
69 58 -73 0
-68 2 75 0
28 -22 49 0
62 48 100 0
84 65 -10 0
-21 -15 38 0
-9 -34 -80 0
-85 41 87 0
-93 -60 -26 0
8 -51 3 0
-90 -21 -53 0
-2 -54 65 0
-59 84 -98 0
5 53 -83 0
-68 54 -69 0
56 1 -27 0
65 -70 -100 0
28 -43 73 0
53 42 52 0
-34 76 4 0
-78 96 14 0
-27 92 58 0
-67 39 -31 0
-6 12 52 0
-7 55 -81 0
15 -27 -56 0
-16 -7 -39 0
-17 57 -87 0
-49 -48 58 0
100 -23 -25 0
-85 69 7 0
-91 34 -69 0
47 -37 -87 0
1 8 77 0
58 -25 -33 0
-12 36 78 0
62 -17 39 0
11 -3 -100 0
-55 -53 -59 0
45 -66 -64 0
20 18 -65 0
-36 44 -8 0
97 -78 -68 0
-82 47 -58 0
52 -42 37 0
70 3 46 0
-66 -84 54 0
-20 -90 66 0
86 -4 60 0
86 54 3 0
75 -12 13 0
45 -75 68 0
77 -19 83 0
45 -28 32 0
68 -96 37 0
76 56 81 0
-90 40 82 0
-2 72 88 0
-50 -30 39 0
5 59 47 0
-91 -6 15 0
-18 -14 13 0
76 36 -94 0
-72 43 -66 0
-55 100 -80 0
95 19 -43 0
-27 72 -37 0
-40 46 6 0
62 64 -49 0
-60 -59 47 0
96 34 62 0
76 -26 -67 0
-76 -77 -24 0
96 90 -6 0
-97 83 46 0
87 45 -48 0
74 -32 13 0
-16 -77 56 0
88 -68 97 0
-39 31 -20 0
78 2 -81 0
18 -92 50 0
20 27 -3 0
-95 94 -53 0
98 -36 -35 0
-12 -13 -20 0
90 -32 62 0
27 -9 24 0
6 -22 65 0
-70 -78 -5 0
-63 -56 -70 0
-32 -41 -43 0
-18 24 76 0
71 -50 18 0
98 -24 10 0
33 90 -20 0
-11 60 -22 0
-8 -30 -93 0
55 -16 74 0
-99 59 -68 0
86 42 84 0
62 -17 77 0
91 13 -48 0
5 -9 -74 0
44 22 58 0
-14 -32 51 0
-99 26 -11 0
49 82 -55 0
63 -81 7 0
66 37 2 0
31 -73 -95 0
-78 -56 95 0
5 89 -31 0
-36 73 38 0
-9 80 -8 0
-19 -65 39 0
-7 97 -2 0
39 -77 3 0
-99 -74 -30 0
47 29 -12 0
-50 87 29 0
-51 -49 39 0
15 -32 51 0
-26 84 25 0
91 -76 -36 0
-11 -99 14 0
84 -37 69 0
95 63 92 0
64 53 -31 0
5 92 -8 0
47 45 43 0
-18 -40 -31 0
95 45 77 0
8 -42 78 0
-51 -67 -21 0
-28 69 -75 0
3 22 41 0
43 -37 3 0
2 92 18 0
-63 80 50 0
-42 58 91 0
-26 -98 -60 0
70 73 6 0
-41 -21 63 0
-51 3 12 0
-76 33 -5 0
98 -77 84 0
-24 62 -22 0
25 -53 74 0
69 -62 -74 0
17 -62 -99 0
-72 26 82 0
80 15 2 0
60 86 -94 0
81 -91 -9 0
70 96 -9 0
-93 -57 81 0
-61 59 77 0
-6 72 -75 0
-9 41 -6 0
36 71 -4 0
-62 20 35 0
-1 38 9 0
-52 -46 95 0
18 -12 79 0
11 20 81 0
68 -48 -12 0
78 96 -51 0
56 -71 -13 0
-68 -15 -95 0
64 27 87 0
28 46 -67 0
79 -95 36 0
94 -22 -98 0
22 97 63 0
-56 -1 -80 0
69 -9 -37 0
-28 -35 -4 0
-29 96 -78 0
21 -99 30 0
-68 -74 -10 0
95 -98 -40 0
72 -88 -64 0
-24 -18 30 0
-34 53 23 0
7 78 -79 0
62 28 -50 0
-40 -92 -10 0
-67 -58 -36 0
-85 -26 -84 0
-13 -15 37 0
38 53 -55 0
4 -55 -2 0
-44 8 24 0
51 -74 -87 0
58 54 12 0
54 70 88 0
-16 -75 46 0
12 -46 43 0
13 -15 -12 0
-51 -64 78 0
10 -49 -62 0
70 43 4 0
17 -61 -38 0
-3 35 -75 0
69 95 86 0
61 36 -32 0
-68 -72 -14 0
-90 -94 67 0
-90 -75 -81 0
-81 92 41 0
24 -35 -8 0
5 73 -11 0
88 -14 -15 0
56 76 -57 0
-9 -5 34 0
51 94 -32 0
95 73 65 0
83 59 85 0
-23 -7 6 0
-9 28 -23 0
-68 -27 83 0
50 13 18 0
97 51 57 0
-79 100 99 0
-7 -41 -71 0
-87 83 15 0
79 33 35 0
-34 -18 -49 0
-7 66 -11 0
-56 75 -44 0
5 -69 10 0
-45 -20 87 0
32 56 70 0
53 74 19 0
-76 -27 65 0
-50 96 8 0
-24 -22 100 0
-38 81 27 0
1 -57 97 0
60 67 49 0
-77 50 -20 0
5 44 -78 0
74 8 61 0
71 -74 -78 0
-85 17 -91 0
-60 19 -37 0
-28 17 -7 0
10 -2 49 0
-26 -44 -82 0
34 -14 49 0
-55 -59 -49 0
-61 70 99 0
-96 51 -44 0
32 67 55 0
79 25 -18 0
-29 -44 -18 0
-50 -40 86 0
38 -50 54 0
98 62 -80 0
-16 7 -98 0
-18 19 -54 0
-15 14 34 0
-85 36 -22 0
-5 4 -43 0
-34 94 79 0
-30 -45 -38 0
-33 -40 -53 0
-18 -37 29 0
50 14 100 0
-43 -53 -63 0
15 -87 20 0
-89 16 45 0
-67 75 99 0
73 -3 77 0
