c instance by G2
-63 36 -71 0
58 -25 -33 0
-92 70 18 0
84 -37 69 0
31 -73 -95 0
-68 -15 -95 0
-20 18 -62 0
81 -91 -9 0
15 73 -4 0
-59 84 -98 0
20 74 90 0
-48 -65 71 0
46 -84 -18 0
82 80 1 0
85 -72 37 0
-66 -5 -9 0
86 -94 -31 0
-9 17 -5 0
21 53 -79 0
74 23 96 0
-6 -74 -45 0
68 48 -30 0
-66 -63 39 0
-52 -7 -49 0
-72 26 82 0
60 33 -61 0
-80 71 -70 0
64 53 -31 0
-11 -99 14 0
32 56 70 0
-40 -22 4 0
60 86 -94 0
10 30 -83 0
72 -95 11 0
-19 -90 24 0
96 34 62 0
-57 99 23 0
-53 39 -82 0
60 -49 22 0
69 -9 -37 0
-27 88 -20 0
20 -75 -69 0
-36 44 -8 0
-77 50 -20 0
9 55 37 0
83 59 85 0
46 -98 72 0
27 26 81 0
4 -55 -2 0
-68 -27 83 0
10 -56 -46 0
-68 -72 -14 0
-13 -5 34 0
60 -30 90 0
-91 -24 -76 0
49 98 -37 0
65 84 3 0
-62 -7 88 0
68 -48 -12 0
-81 92 41 0
77 28 76 0
96 90 -6 0
78 -3 -73 0
-92 -17 50 0
95 45 77 0
26 -88 63 0
-41 -98 -39 0
20 18 -65 0
11 39 51 0
3 -31 41 0
90 54 95 0
7 33 86 0
-26 -98 -60 0
-42 -91 -14 0
84 40 54 0
-30 29 -54 0
34 49 -78 0
84 41 63 0
10 -49 -62 0
47 -37 -87 0
68 -42 70 0
-85 36 -22 0
89 -54 93 0
-12 -17 24 0
-14 97 96 0
64 -90 -95 0
65 45 -71 0
-80 53 44 0
-76 -27 65 0
80 7 66 0
34 -71 90 0
72 -99 -63 0
-4 -86 -85 0
47 29 -12 0
84 99 45 0
-83 84 58 0
84 -92 -35 0
51 94 -32 0
77 29 -97 0
-50 -30 39 0
30 71 -78 0
80 15 51 0
-81 -60 41 0
5 -98 84 0
97 -68 41 0
-94 54 -29 0
-4 -83 96 0
25 -79 -36 0
70 73 6 0
40 -57 19 0
-59 -86 -91 0
39 -77 3 0
-25 59 69 0
13 46 -48 0
-18 -58 57 0
-16 51 28 0
-6 72 -75 0
42 40 -24 0
15 -87 20 0
86 54 3 0
-61 50 -38 0
26 -67 35 0
-11 -82 -24 0
62 48 100 0
13 -15 -12 0
-49 -9 -3 0
-93 7 -88 0
-61 70 99 0
-46 58 88 0
-56 75 -44 0
69 58 -73 0
5 92 -44 0
84 39 -69 0
-35 -36 92 0
-91 72 33 0
-10 9 40 0
-55 -53 -59 0
47 -81 -97 0
70 43 4 0
-68 2 75 0
-98 99 80 0
-82 -39 64 0
-62 20 35 0
18 31 -9 0
11 -96 -61 0
36 -84 -46 0
-77 38 25 0
83 80 -79 0
-6 100 27 0
5 53 -83 0
-63 -22 -58 0
33 -90 29 0
-84 63 -38 0
-72 43 -66 0
-96 44 61 0
73 -3 77 0
-30 37 15 0
33 -18 46 0
20 -11 83 0
-4 -48 68 0
-56 26 94 0
92 -72 -62 0
-10 4 65 0
38 -81 -39 0
21 72 -59 0
91 52 74 0
-64 -80 9 0
-84 -29 -68 0
33 90 -20 0
30 64 -2 0
-38 2 -32 0
-34 76 4 0
22 79 85 0
53 42 52 0
-38 -22 77 0
-29 -44 -18 0
-90 -21 -53 0
43 7 62 0
-90 -75 -81 0
-81 -25 -31 0
44 22 58 0
-76 -15 58 0
15 -7 28 0
94 -22 -98 0
5 73 -11 0
-98 -10 12 0
-10 -59 -89 0
2 92 18 0
-85 17 -91 0
51 -4 -22 0
13 40 72 0
81 -32 26 0
90 16 -28 0
13 7 23 0
-48 -29 20 0
68 30 15 0
83 27 85 0
9 89 68 0
95 -60 96 0
47 29 10 0
5 -82 76 0
54 70 88 0
8 -51 3 0
14 63 -35 0
75 -57 1 0
-54 -78 4 0
47 11 -75 0
-42 20 -24 0
-88 7 28 0
-84 9 -8 0
32 52 -8 0
42 -99 92 0
-2 -59 72 0
74 -27 -69 0
49 -82 -56 0
-28 17 -7 0
-30 -25 67 0
17 30 83 0
-76 33 -5 0
-90 -94 67 0
84 90 -59 0
-45 59 -2 0
7 78 -79 0
68 -96 37 0
55 -49 -20 0
-26 25 -28 0
95 19 -43 0
85 43 -24 0
60 67 49 0
89 -7 54 0
-31 -37 -12 0
5 43 28 0
-3 31 38 0
-20 38 97 0
67 -54 36 0
-85 -52 55 0
100 82 25 0
78 -21 59 0
63 -81 7 0
-24 -97 55 0
41 52 35 0
-55 81 -84 0
-67 75 99 0
74 2 43 0
77 66 85 0
-99 -74 -30 0
-77 -53 -67 0
-50 87 29 0
11 20 81 0
45 -66 -64 0
-57 -22 23 0
-87 48 83 0
40 -50 13 0
-42 58 -31 0
1 -53 23 0
-61 -13 -66 0
-25 -49 -95 0
30 81 -15 0
70 3 46 0
2 55 -24 0
100 -41 -50 0
90 -85 9 0
12 -43 45 0
95 73 65 0
-43 -53 -63 0
-97 19 -64 0
42 -9 -13 0
-89 56 -47 0
-70 43 -72 0
7 -98 63 0
-84 -41 8 0
-66 -84 54 0
86 -4 60 0
-80 97 11 0
9 42 -93 0
-4 53 45 0
-78 -36 53 0
-63 80 50 0
-5 -15 -34 0
-71 84 -27 0
36 71 -4 0
87 -77 -93 0
39 -98 -48 0
-87 18 52 0
19 -90 11 0
64 -48 -22 0
10 22 98 0
97 51 57 0
88 -14 -15 0
-41 48 66 0
15 39 -16 0
-33 -40 -53 0
1 8 77 0
33 53 -92 0
-29 -66 -61 0
79 16 -21 0
76 56 81 0
-79 32 59 0
61 14 98 0
38 55 -40 0
76 44 -91 0
35 88 63 0
70 96 -9 0
81 -31 80 0
46 95 33 0
-92 77 8 0
-48 81 15 0
-95 94 -53 0
18 -52 99 0
-55 -37 -85 0
-13 -93 35 0
89 -99 4 0
-7 66 -11 0
-61 25 -55 0
-46 -54 -49 0
-7 40 90 0
23 -58 17 0
77 -19 83 0
15 -27 -56 0
79 -49 -98 0
30 -47 19 0
-26 84 25 0
-13 75 -59 0
-58 90 7 0
34 -14 49 0
-40 89 56 0
-8 -30 -93 0
12 -46 43 0
11 -3 -100 0
-64 45 91 0
-98 -83 6 0
-19 -48 -40 0
49 -85 21 0
93 69 -28 0
-61 -85 68 0
-69 48 19 0
11 -75 6 0
57 -12 -5 0
49 -78 74 0
42 -84 -79 0
82 33 -98 0
-53 8 -61 0
45 -76 70 0
-92 -74 -39 0
56 76 -57 0
10 74 -68 0
-14 60 88 0
62 71 10 0
81 87 75 0
-60 19 -37 0
60 -94 -91 0
37 56 7 0
-27 72 -37 0
-55 -67 88 0
23 94 -58 0
-94 36 -67 0
3 22 41 0
8 -42 78 0
25 80 -20 0
23 36 -71 0
16 6 50 0
82 59 -64 0
-84 -89 21 0
18 -12 79 0
-43 -98 100 0
-55 100 -80 0
-13 28 -75 0
-16 -77 56 0
-23 -7 6 0
-45 54 99 0
49 82 -55 0
-67 39 -31 0
5 59 47 0
-84 -5 59 0
53 74 19 0
-34 -18 -49 0
-37 36 64 0
55 -16 74 0
26 97 87 0
-88 74 -68 0
90 -67 34 0
52 42 69 0
6 1 86 0
62 51 98 0
79 33 35 0
-53 -9 43 0
-57 32 -16 0
-17 40 -99 0
-3 -18 1 0
71 27 41 0
4 95 -38 0
96 -71 67 0
47 95 81 0
-98 24 -31 0
-4 36 -61 0
71 -80 72 0
43 -37 3 0
100 -84 20 0
98 -31 80 0
62 -87 8 0
3 40 -27 0
6 99 -26 0
42 -71 -19 0
-51 3 12 0
-40 85 86 0
28 46 -47 0
78 32 47 0
48 -61 85 0
65 17 -63 0
21 24 -2 0
-78 -56 95 0
-39 -11 8 0
51 -12 -69 0
67 78 -56 0
-26 -34 -4 0
25 -33 96 0
-34 -80 -88 0
-100 -81 -73 0
5 44 -78 0
69 95 86 0
56 1 -27 0
40 -78 2 0
97 -74 82 0
46 92 -9 0
5 -30 -36 0
-16 -64 51 0
56 -17 -66 0
12 -68 26 0
87 45 -48 0
25 35 67 0
-80 63 87 0
-87 44 -51 0
1 -32 84 0
47 45 43 0
-68 -74 -10 0
-3 98 40 0
21 14 27 0
62 64 -49 0
37 -16 -31 0
-87 46 57 0
-72 75 63 0
-52 71 80 0
47 -65 46 0
76 -26 -67 0
-84 16 50 0
48 -32 -31 0
-71 -25 88 0
-48 -52 72 0
-86 -49 -52 0
53 40 -71 0
45 44 -18 0
-28 -38 -79 0
19 29 40 0
-30 -45 -38 0
66 -52 65 0
97 -15 -92 0
-35 -94 59 0
10 74 77 0
80 62 71 0
28 46 -67 0
70 47 -44 0
64 27 87 0
-45 -91 -100 0
-47 26 -27 0
-91 -6 15 0
69 -62 -74 0
-78 96 14 0
12 -40 -11 0
77 86 14 0
-71 17 69 0
-1 34 -13 0
-49 -79 -22 0
22 97 63 0
-24 -18 30 0
-88 -44 -16 0
-72 8 -21 0
49 -16 -56 0
-27 91 28 0
78 96 -51 0
-71 48 -11 0
53 23 -82 0
-98 -18 31 0
21 -29 87 0
-19 -33 -73 0
20 27 -3 0
78 -12 -81 0
10 -48 -61 0
-43 29 77 0
-31 93 92 0
-97 -99 -53 0
-5 4 -43 0
50 -24 -95 0
6 -71 16 0
-93 -74 29 0
-24 29 -46 0
17 -62 24 0
12 -73 61 0
-85 -13 67 0
42 83 -57 0
15 -32 51 0
-53 -35 -30 0
42 -31 -27 0
4 -32 77 0
22 -7 82 0
-7 97 -2 0
89 2 4 0
90 -32 62 0
24 -26 -79 0
-17 -30 -4 0
51 -74 -87 0
98 62 -80 0
22 10 56 0
6 30 13 0
-75 -46 21 0
-93 -58 6 0
23 -91 -15 0
-85 16 3 0
-15 -95 18 0
-67 42 10 0
63 99 -5 0
-33 -16 -100 0
25 -53 74 0
52 -42 37 0
-85 69 7 0
-7 55 -81 0
-75 42 -11 0
-12 -13 -20 0
-14 -36 63 0
5 4 -11 0
93 -17 98 0
28 -22 49 0
80 2 60 0
-82 -77 -73 0
89 18 -38 0
38 70 -65 0
-26 75 -92 0
72 10 36 0
-2 72 88 0
88 -83 -71 0
-22 -51 94 0
-11 60 -22 0
80 15 2 0
54 -16 84 0
99 -75 -77 0
85 -33 -12 0
29 -18 -99 0
-60 -59 47 0
-44 8 24 0
47 25 80 0
-99 -81 46 0
91 -95 9 0
2 -98 56 0
4 13 -62 0
64 -77 -95 0
-96 51 -44 0
-15 63 56 0
99 52 -77 0
73 79 -50 0
40 -38 -45 0
86 24 17 0
-46 -74 -56 0
14 75 -86 0
-55 -59 -49 0
-61 59 77 0
-95 42 37 0
43 -45 68 0
-91 17 -86 0
45 -48 25 0
-16 38 -77 0
-34 -67 23 0
98 -24 10 0
-20 -62 -35 0
-89 51 88 0
-19 -65 39 0
-7 -41 -71 0
-18 26 -61 0
88 -68 97 0
-91 84 17 0
19 -37 -54 0
10 -2 49 0
-18 -14 13 0
14 -100 77 0
-17 57 -87 0
-57 -77 62 0
-96 -92 -14 0
3 -7 -9 0
-82 47 -58 0
-13 83 64 0
17 -27 54 0
47 -1 -17 0
58 54 12 0
55 31 -81 0
-6 80 -39 0
-14 -92 83 0
-48 87 46 0
90 -19 -40 0
62 28 -50 0
-12 36 78 0
-50 78 18 0
24 -35 -8 0
-27 92 58 0
-72 -65 -17 0
43 -77 59 0
-51 -49 39 0
-15 14 34 0
-85 34 46 0
-100 25 17 0
