c instance by G2
-55 85 -94 0
-87 -89 56 0
10 -49 -62 0
56 1 -27 0
-2 72 88 0
55 -49 -20 0
69 95 86 0
37 56 7 0
-38 -53 99 0
-6 -41 -73 0
-87 -81 7 0
11 2 -16 0
-57 -22 23 0
-25 75 35 0
-55 87 16 0
-16 -75 46 0
-14 60 88 0
42 -84 -79 0
-99 26 -11 0
7 -98 63 0
15 -32 51 0
25 -33 96 0
62 -17 77 0
-67 75 99 0
12 -46 43 0
-63 -90 74 0
90 54 95 0
64 27 87 0
-97 83 46 0
-99 -74 -30 0
93 -65 97 0
79 25 -18 0
-48 87 46 0
-43 29 77 0
-8 -30 -93 0
39 -77 3 0
-85 -13 67 0
46 -79 -47 0
76 56 81 0
46 95 33 0
-65 86 72 0
-68 -27 83 0
-16 7 -98 0
99 83 62 0
-73 -98 65 0
64 53 -31 0
97 51 57 0
-53 8 -61 0
-3 -18 1 0
60 86 -94 0
1 8 77 0
-13 -59 -18 0
-95 -76 77 0
78 2 -81 0
-10 -85 -33 0
-16 -7 -39 0
-13 -4 5 0
90 -32 62 0
