c instance by G2
8 -91 44 0
12 97 16 0
-64 83 -39 0
39 5 -23 0
10 7 80 0
56 60 69 0
42 -54 53 0
-57 -74 51 0
-60 25 -1 0
92 -42 -68 0
-37 -47 -17 0
-32 -49 69 0
-21 99 -92 0
79 -94 -82 0
-24 11 80 0
-22 87 -52 0
98 83 35 0
-96 28 58 0
-68 -51 -90 0
-65 27 28 0
-28 51 -44 0
1 82 -33 0
11 -96 75 0
43 -3 34 0
-67 -73 -24 0
55 -97 12 0
-73 -41 -69 0
1 68 -92 0
41 19 52 0
-32 71 36 0
74 -94 57 0
19 -29 -36 0
56 -86 27 0
-44 36 6 0
1 9 68 0
79 16 69 0
73 9 70 0
13 -78 -90 0
50 31 70 0
56 51 -62 0
-24 -20 100 0
-9 98 -4 0
-98 31 65 0
22 -8 -17 0
2 93 -62 0
39 -19 7 0
-30 98 62 0
83 100 61 0
65 -79 -82 0
-92 -86 29 0
59 -22 -18 0
-3 41 -4 0
-34 47 -10 0
64 -68 -29 0
-46 -83 76 0
-5 89 54 0
-17 30 92 0
17 94 -85 0
-14 -46 -86 0
85 -47 -48 0
27 63 -70 0
-24 -6 -63 0
29 45 -3 0
53 30 68 0
83 58 55 0
-4 -96 82 0
-83 -25 74 0
-23 91 99 0
-75 -21 -2 0
-36 -13 -71 0
2 34 -46 0
55 -58 9 0
-91 53 -1 0
-95 -65 22 0
24 64 36 0
5 -24 -48 0
-61 16 -44 0
72 -19 -65 0
28 -94 96 0
52 35 54 0
-85 -66 -67 0
98 23 -38 0
-57 59 -50 0
-50 94 49 0
84 -64 54 0
94 56 -18 0
-8 -99 -25 0
96 -19 -49 0
2 36 34 0
60 77 -33 0
64 52 -17 0
-2 81 22 0
-5 12 -63 0
-50 -58 92 0
-77 71 92 0
75 -2 87 0
-8 -76 78 0
-35 -37 15 0
-62 1 72 0
97 37 -25 0
-4 93 12 0
83 -67 -78 0
-23 57 35 0
-89 73 47 0
46 57 -77 0
-69 -3 -51 0
7 76 -42 0
-86 -74 -3 0
67 -50 33 0
-41 56 -30 0
14 7 93 0
-34 80 57 0
5 2 84 0
-40 88 1 0
4 61 -41 0
-65 46 81 0
79 95 -89 0
88 -7 79 0
89 -31 91 0
-61 89 -15 0
-10 -52 -91 0
42 -21 44 0
3 -12 58 0
35 67 -95 0
53 -19 18 0
-98 -88 -64 0
-95 71 35 0
-53 15 -99 0
-66 16 56 0
80 49 34 0
-88 60 -14 0
87 -70 -61 0
6 -64 33 0
88 -42 -25 0
21 -62 81 0
4 2 66 0
97 38 -30 0
-78 -49 -27 0
98 53 -36 0
98 90 -16 0
76 -11 9 0
-3 -42 35 0
10 -33 40 0
30 -55 -10 0
-84 60 -2 0
3 79 -33 0
-27 44 14 0
-87 -36 -42 0
85 69 37 0
-76 7 58 0
36 12 -31 0
-89 20 -34 0
67 69 -33 0
-1 -100 -67 0
-40 85 -84 0
-68 -63 17 0
49 -39 4 0
-83 -19 30 0
-57 7 70 0
-67 13 21 0
-41 54 23 0
-3 -16 96 0
11 88 -57 0
-72 -7 -44 0
-11 64 -92 0
-94 17 -65 0
13 -80 -7 0
-19 38 45 0
-29 -69 -81 0
-77 -11 66 0
65 39 -9 0
21 57 -53 0
-13 -51 80 0
21 100 -19 0
-68 45 15 0
-68 94 62 0
-93 -22 99 0
85 58 63 0
40 52 -18 0
16 10 47 0
17 21 97 0
-46 21 17 0
11 -98 -48 0
37 45 -60 0
-18 -28 -33 0
-6 85 -8 0
61 -13 -19 0
71 -100 81 0
-69 66 -8 0
-4 -64 27 0
-44 -17 32 0
-2 -11 -26 0
48 43 -89 0
-19 -86 -27 0
-49 -75 -12 0
-52 -37 3 0
-33 82 -61 0
22 -38 -67 0
-34 99 65 0
-61 -26 -98 0
97 -42 -90 0
-51 -68 72 0
-76 -40 -67 0
1 -55 98 0
99 -18 79 0
-86 -45 -51 0
87 93 6 0
-30 62 -7 0
-7 -28 39 0
-78 64 -41 0
-82 -83 90 0
-26 -32 94 0
-89 -4 -57 0
24 -1 -49 0
-24 59 78 0
-41 -79 -35 0
12 96 57 0
17 11 80 0
-30 6 1 0
76 39 9 0
70 -62 -88 0
-35 40 -1 0
-12 68 -7 0
-9 -2 1 0
92 -74 67 0
-88 -68 36 0
-32 66 -25 0
-40 38 -82 0
28 53 -92 0
-2 95 -100 0
4 97 -21 0
-12 -75 -65 0
90 57 68 0
-24 -7 -62 0
8 96 61 0
-21 71 -37 0
31 35 72 0
48 9 41 0
4 -61 -29 0
-79 30 37 0
60 -45 75 0
-21 75 19 0
89 12 29 0
93 -40 -18 0
-13 -57 60 0
41 61 17 0
-56 25 85 0
-74 6 -20 0
64 -83 53 0
44 -78 -4 0
41 -90 -98 0
-38 55 39 0
-19 32 -6 0
77 -8 -62 0
35 -18 7 0
-2 -70 -47 0
45 15 70 0
89 80 -64 0
8 -48 -17 0
-99 -53 -10 0
56 -72 2 0
-15 26 -27 0
-67 66 88 0
88 -31 -30 0
-55 -85 23 0
-96 93 -84 0
72 -89 82 0
-68 52 13 0
65 -79 89 0
30 5 70 0
42 -91 8 0
18 35 70 0
49 -88 -35 0
-11 -14 -66 0
85 -50 87 0
56 18 -30 0
-37 -15 -11 0
59 77 -92 0
-26 74 22 0
53 -63 -100 0
39 34 -98 0
53 96 -44 0
-64 -19 89 0
-19 -57 28 0
11 30 -82 0
-10 53 20 0
-53 70 -68 0
55 -60 96 0
27 15 78 0
7 87 -67 0
54 -18 63 0
-41 -80 -100 0
85 26 -52 0
91 -94 -58 0
-37 -55 52 0
-45 90 6 0
-21 -2 5 0
-52 -12 91 0
85 79 21 0
63 80 -62 0
58 -87 -99 0
-36 -38 -51 0
-45 -54 89 0
-16 -77 -88 0
81 67 -44 0
-41 -48 -52 0
11 -100 23 0
-28 -73 -97 0
-58 56 -38 0
95 12 -39 0
48 -83 12 0
6 48 -13 0
-79 -63 56 0
-94 72 48 0
-40 34 81 0
27 -63 -66 0
-32 34 -72 0
-43 -36 -79 0
-66 88 92 0
39 14 -28 0
19 -100 38 0
-93 -57 -66 0
65 18 56 0
98 96 63 0
-54 41 -23 0
12 91 -78 0
45 26 36 0
-71 -64 -7 0
56 19 -82 0
1 -31 -49 0
-3 -31 5 0
-22 -41 -16 0
30 -9 -62 0
18 44 29 0
-29 -6 86 0
-23 -56 54 0
-13 -17 -99 0
19 58 -7 0
60 -74 30 0
12 53 80 0
63 24 5 0
-49 85 -87 0
47 17 -67 0
36 72 -73 0
86 9 59 0
89 -92 -58 0
86 29 -82 0
32 -76 73 0
40 -75 2 0
88 97 73 0
62 89 -20 0
-34 -11 96 0
23 -73 7 0
-62 95 1 0
85 9 34 0
-50 30 72 0
19 97 76 0
83 -63 -23 0
-1 -94 -100 0
-18 -56 40 0
33 -91 95 0
74 -28 70 0
12 22 1 0
8 70 72 0
39 -29 49 0
38 -20 -11 0
16 -100 -75 0
-94 -92 27 0
-58 92 100 0
29 -8 79 0
90 13 -72 0
33 71 -34 0
95 -15 53 0
95 81 -48 0
-97 18 16 0
77 12 3 0
11 22 25 0
-74 15 -28 0
70 -72 -98 0
65 -79 34 0
-55 -7 6 0
-32 -19 -57 0
31 77 -47 0
7 87 -63 0
16 77 29 0
-35 -75 34 0
-1 38 -16 0
-27 -85 14 0
18 -4 6 0
19 -60 73 0
31 13 -59 0
-69 -81 34 0
-64 -94 4 0
-7 86 91 0
58 27 4 0
47 -46 21 0
-51 49 75 0
-34 -83 22 0
27 -25 34 0
-47 62 8 0
-81 88 91 0
40 53 97 0
65 -15 -75 0
89 73 -3 0
-46 -66 -48 0
-19 -97 -57 0
58 -63 83 0
37 -7 31 0
-20 84 59 0
53 -84 -70 0
82 73 -15 0
27 -3 -44 0
33 56 -83 0
-32 -60 -33 0
-40 -56 -2 0
-54 49 -21 0
-46 92 -1 0
-62 -64 -60 0
-59 -99 11 0
-51 -67 70 0
24 67 22 0
-75 -88 27 0
91 89 88 0
42 5 39 0
-68 48 -42 0
48 8 -32 0
-54 72 -7 0
34 87 -11 0
-35 97 77 0
-34 85 -36 0
33 -46 -18 0
9 -97 -30 0
67 -3 -66 0
63 -12 -73 0
19 -85 53 0
80 -69 -43 0
-42 -75 81 0
57 23 -91 0
-46 -35 59 0
25 10 -44 0
-43 -78 61 0
15 -27 -16 0
-8 -19 -25 0
-45 -12 15 0
-10 -12 89 0
90 -74 -75 0
-89 -64 87 0
-74 18 -66 0
71 4 74 0
70 -30 12 0
-1 -66 -32 0
-71 -20 16 0
-93 59 -8 0
-29 13 -7 0
-65 28 36 0
-71 100 -63 0
21 -44 48 0
57 -78 -100 0
-17 -45 5 0
100 77 15 0
-1 87 9 0
-24 61 11 0
-73 99 15 0
-40 -67 -96 0
-30 -45 84 0
11 89 31 0
78 4 -22 0
-40 -14 -86 0
22 -38 59 0
-3 -10 -60 0
7 -37 -38 0
32 76 -14 0
71 88 23 0
-1 47 38 0
74 -5 -1 0
-63 -35 -83 0
35 -84 -89 0
-25 70 3 0
-98 -51 -41 0
93 38 50 0
79 48 80 0
-32 64 87 0
32 95 -66 0
-37 100 -64 0
87 -50 35 0
-1 95 50 0
-100 -66 47 0
92 -74 79 0
66 24 -93 0
27 -26 -19 0
3 -32 -100 0
78 67 -62 0
91 -62 -18 0
-56 44 -67 0
35 -5 -99 0
-37 -4 41 0
41 -86 -66 0
-8 31 43 0
-95 -89 -35 0
-61 59 11 0
17 -1 46 0
53 -32 84 0
18 16 -50 0
-2 -23 6 0
48 87 86 0
-10 35 -27 0
76 54 95 0
67 -37 58 0
89 -44 23 0
46 30 -14 0
-100 -15 26 0
-6 -82 77 0
43 -19 -10 0
-12 85 -14 0
-70 32 -68 0
-79 -17 -89 0
55 -2 -70 0
-93 -69 -12 0
95 8 96 0
-19 7 -20 0
26 90 98 0
30 -85 69 0
80 -91 21 0
-75 -27 -100 0
-48 -20 23 0
-46 -31 -24 0
24 -87 36 0
-39 82 -63 0
-52 65 -69 0
91 34 -44 0
-14 6 -13 0
13 -75 21 0
-19 36 18 0
-40 38 33 0
45 -33 -36 0
-15 8 -37 0
22 -73 87 0
-29 -10 -92 0
26 -64 -1 0
69 -61 -22 0
-19 -8 34 0
-43 -65 -64 0
-56 38 11 0
73 -65 -99 0
65 -22 96 0
89 -13 26 0
-95 -40 -37 0
25 -81 58 0
-32 -23 -63 0
-94 40 16 0
-1 52 97 0
-66 48 5 0
26 29 79 0
-48 59 -13 0
-71 -62 -61 0
2 -43 -56 0
65 91 -11 0
-54 8 -42 0
37 48 -72 0
-58 21 86 0
32 -29 -36 0
59 8 80 0
57 -8 23 0
-19 -58 -56 0
45 -60 -6 0
-25 37 -80 0
19 -73 97 0
39 -58 -89 0
-18 44 -7 0
89 -93 30 0
-46 73 -42 0
-80 -5 46 0
-95 15 97 0
99 -77 33 0
31 33 95 0
-32 37 40 0
28 16 -89 0
60 -39 -90 0
91 23 -92 0
-3 25 -65 0
-22 -94 -18 0
39 -96 -18 0
73 -52 53 0
66 -9 -65 0
18 -98 -30 0
64 -37 49 0
-88 -32 -59 0
-69 49 -46 0
51 85 -26 0
-58 94 -54 0
73 87 5 0
7 75 -67 0
-43 -34 -26 0
72 -89 23 0
-47 -25 24 0
-11 -67 -54 0
99 -58 69 0
70 75 49 0
-43 -3 -99 0
-51 -49 -42 0
86 -89 -38 0
-49 42 87 0
-43 82 -27 0
-2 51 -18 0
-82 24 4 0
66 -96 31 0
23 73 -2 0
71 7 -88 0
-17 24 -2 0
65 -31 26 0
-62 -87 -11 0
-60 -82 78 0
-1 30 -63 0
29 -58 34 0
7 16 98 0
55 91 -36 0
-5 -4 -29 0
44 -92 -23 0
89 28 91 0
24 -53 -50 0
-69 66 16 0
-40 -93 -25 0
-46 -8 5 0
-69 76 60 0
73 47 -71 0
87 -73 91 0
87 26 -24 0
-26 87 75 0
-93 -67 5 0
-63 1 71 0
100 -41 66 0
18 99 -51 0
56 83 57 0
-9 82 89 0
-82 -94 -89 0
70 27 28 0
79 -45 -6 0
-38 -75 -81 0
-67 9 -11 0
50 -55 68 0
-58 12 92 0
-88 -67 -31 0
26 -16 -86 0
34 98 97 0
-70 48 15 0
-42 -41 -14 0
35 -45 -22 0
64 18 93 0
83 -75 97 0
-69 3 -31 0
76 -53 91 0
13 -95 -25 0
-99 22 -79 0
26 90 73 0
-17 91 -95 0
68 -90 -81 0
70 -8 -25 0
-43 23 -20 0
44 9 52 0
-28 -49 -63 0
-26 -10 -98 0
62 82 -59 0
-100 98 6 0
-48 34 -33 0
-6 4 -64 0
-73 58 -78 0
36 -64 84 0
-41 -27 93 0
68 -89 -7 0
13 -51 -50 0
-69 19 55 0
-76 -36 93 0
-90 58 -38 0
-91 -67 -63 0
-31 -1 53 0
79 28 -83 0
-82 29 38 0
-39 -65 -52 0
-58 46 24 0
-48 92 24 0
-6 36 -89 0
29 40 -23 0
-43 -73 80 0
49 -37 -43 0
-68 -55 -27 0
19 4 37 0
-2 75 53 0
-5 -100 -57 0
-3 -48 62 0
69 99 -10 0
-59 56 -19 0
-57 26 -92 0
81 59 13 0
-95 -60 -3 0
58 -53 50 0
-6 -49 -33 0
-17 84 -10 0
-35 -68 -90 0
-68 -40 -6 0
-10 -4 89 0
-46 17 -23 0
-30 -71 11 0
74 70 -39 0
76 16 2 0
-60 -51 -4 0
-36 -9 16 0
-99 -8 -55 0
45 16 48 0
-38 11 -35 0
-1 63 61 0
60 51 -65 0
-2 92 -79 0
7 -21 16 0
75 -72 43 0
-95 27 -68 0
63 -79 83 0
-3 12 -59 0
62 -9 -6 0
-58 -52 -28 0
-32 50 -25 0
32 -78 44 0
-22 30 61 0
-52 67 85 0
70 -12 -87 0
-36 64 21 0
-86 52 90 0
15 -1 -68 0
-44 -53 -22 0
-31 98 -93 0
-33 -19 -64 0
18 -86 -40 0
67 -79 45 0
-52 -99 -66 0
-98 7 99 0
-25 -34 -42 0
76 -73 -93 0
-23 -78 60 0
-47 -58 52 0
54 74 39 0
80 25 -75 0
-74 43 39 0
-20 19 6 0
78 59 -50 0
-66 93 52 0
-5 -34 27 0
15 -52 3 0
-68 54 -70 0
-95 -92 79 0
68 -20 85 0
9 -54 -30 0
-30 -11 8 0
-84 88 2 0
-91 -95 -76 0
-79 -23 -68 0
75 12 -79 0
-15 74 -33 0
60 84 -67 0
-77 -95 98 0
-47 51 98 0
83 -46 -62 0
17 24 -63 0
1 -60 -85 0
-54 76 -37 0
-85 100 -71 0
-75 58 -3 0
31 -79 -7 0
100 2 54 0
61 -93 -37 0
-3 -40 85 0
42 87 22 0
-38 -27 -75 0
-94 18 50 0
41 94 96 0
33 95 -92 0
37 -36 -9 0
59 -4 -10 0
-24 44 -25 0
19 -53 -55 0
-72 49 -88 0
-54 56 -12 0
-51 88 29 0
62 6 30 0
40 69 -86 0
-63 -68 5 0
41 -64 67 0
38 -59 -15 0
-60 12 -37 0
93 -84 34 0
97 -61 89 0
12 -22 6 0
39 62 -61 0
-65 -30 61 0
23 -7 63 0
-19 62 85 0
-38 -25 -99 0
-54 94 -45 0
24 -12 90 0
-22 86 -97 0
-66 91 63 0
56 65 -32 0
44 -89 -61 0
-30 86 -46 0
-24 19 -32 0
-57 25 -89 0
91 -47 -86 0
-37 -60 13 0
-84 -96 15 0
-72 -9 -63 0
-54 -7 70 0
84 -97 79 0
18 82 -43 0
5 38 99 0
74 -50 21 0
69 -32 -86 0
12 -51 24 0
-40 50 -2 0
34 19 72 0
-20 92 17 0
68 -93 17 0
89 -23 49 0
-13 52 -47 0
-51 -32 49 0
-77 -54 -13 0
28 -35 -66 0
-28 3 -88 0
-30 25 15 0
-83 70 39 0
61 38 -64 0
32 -9 -69 0
-10 61 22 0
41 79 -46 0
93 -56 -24 0
-43 -94 -15 0
-15 -3 57 0
-75 74 39 0
11 55 58 0
33 -43 79 0
-47 -17 -77 0
15 29 -83 0
26 -58 -44 0
-50 90 -76 0
-95 -8 16 0
56 71 -12 0
-23 -40 -49 0
-33 -21 75 0
-86 99 98 0
-68 -56 -88 0
-82 -28 1 0
-53 48 -23 0
-15 49 -72 0
-50 -45 32 0
55 19 -68 0
64 -17 -76 0
-81 -39 -87 0
-83 93 -50 0
72 -15 -19 0
32 31 27 0
-68 -11 -22 0
75 -13 24 0
-18 -94 -27 0
-65 -26 88 0
-6 -75 -100 0
-70 -91 47 0
-82 -61 -36 0
32 -82 -75 0
-65 -87 -89 0
25 94 -41 0
-23 56 4 0
61 40 -12 0
-24 -80 -42 0
47 -99 -14 0
31 21 76 0
-18 -89 63 0
-78 -9 1 0
-22 17 -56 0
-26 -66 -92 0
-63 -68 -38 0
-47 -64 -7 0
-36 59 50 0
100 -70 55 0
12 -49 -28 0
-62 39 43 0
8 44 17 0
88 -46 -80 0
94 85 -29 0
30 -91 29 0
-18 -25 -33 0
-66 -18 -86 0
71 -91 92 0
64 4 60 0
-47 -3 -63 0
-61 -76 96 0
-65 -77 -4 0
22 -9 -4 0
-75 9 -84 0
-65 -35 68 0
29 -2 53 0
-93 48 -66 0
-31 52 -47 0
-23 -64 -100 0
94 -6 68 0
-57 97 82 0
-52 -46 -59 0
5 26 -85 0
86 -31 -56 0
-65 25 -59 0
-59 -25 -48 0
-91 49 42 0
-32 6 -70 0
-6 79 -95 0
29 -50 51 0
-6 -96 -63 0
-72 36 -66 0
-65 -71 -22 0
51 -31 85 0
-13 -19 36 0
-10 91 -38 0
40 -50 76 0
48 26 -73 0
11 -64 -80 0
25 61 -37 0
24 25 27 0
42 -15 87 0
27 -98 -45 0
-25 71 -84 0
86 -77 -72 0
81 -60 -41 0
38 -97 -46 0
57 -49 26 0
-55 94 10 0
53 93 24 0
32 -20 -55 0
-38 -88 1 0
54 58 22 0
-66 50 36 0
57 10 -50 0
-43 53 63 0
94 -11 57 0
-70 44 1 0
59 74 97 0
-72 -83 80 0
73 42 57 0
-23 41 -68 0
90 -55 47 0
-47 -27 32 0
88 20 99 0
18 21 95 0
-75 76 17 0
-33 21 45 0
16 36 -44 0
-32 -42 82 0
-73 -87 56 0
39 95 85 0
-56 -74 -7 0
-53 -79 43 0
-100 18 -6 0
-2 -38 -95 0
42 -61 3 0
17 -31 21 0
-62 -32 50 0
25 -22 4 0
9 -15 29 0
96 17 -63 0
-20 50 -91 0
52 40 65 0
-86 -92 46 0
-42 -78 56 0
56 3 21 0
-62 80 -54 0
-50 -8 -42 0
-61 90 35 0
-9 57 -32 0
-68 9 63 0
24 89 -82 0
17 -32 -18 0
-77 26 65 0
7 53 54 0
-20 60 14 0
-79 14 -55 0
61 -28 37 0
-46 52 -30 0
7 50 -94 0
22 -56 44 0
-45 -52 -17 0
76 -22 26 0
73 -63 9 0
12 37 -25 0
61 10 -90 0
43 19 -50 0
-12 35 -39 0
-12 52 96 0
66 -76 88 0
87 -70 38 0
-26 12 94 0
-51 69 10 0
57 42 -50 0
-41 60 -71 0
-54 81 1 0
-84 -42 6 0
-47 16 8 0
-12 34 59 0
90 -60 -52 0
-53 4 -36 0
-18 9 -40 0
22 87 -90 0
-84 87 77 0
-13 95 49 0
61 17 -41 0
14 34 13 0
16 -5 -52 0
-77 -67 -96 0
86 -11 -92 0
31 99 -80 0
72 -69 -5 0
-69 2 -31 0
-25 30 -39 0
15 68 -63 0
-99 -23 31 0
-34 -25 58 0
70 65 96 0
-74 -29 28 0
-32 -20 25 0
72 -85 24 0
-12 17 94 0
51 91 -52 0
53 -54 37 0
4 76 -74 0
-63 93 -91 0
-21 -90 82 0
21 100 -41 0
73 -85 88 0
75 80 -44 0
30 8 -10 0
26 -9 66 0
-88 81 95 0
-5 46 45 0
51 6 -77 0
-25 9 78 0
-48 69 -45 0
4 26 78 0
-75 25 -19 0
90 -60 -34 0
40 -58 -43 0
-98 -78 -26 0
-90 49 56 0
58 4 8 0
42 -53 17 0
-24 17 7 0
26 43 -96 0
-59 -97 -94 0
7 99 87 0
68 -21 -34 0
-46 69 -11 0
70 -31 56 0
-50 94 -88 0
-83 -89 61 0
-27 -54 -24 0
66 -94 -35 0
-76 -9 53 0
61 86 13 0
55 -47 -27 0
-96 58 27 0
16 -40 -27 0
22 -63 78 0
11 -6 -35 0
30 -26 41 0
22 -61 17 0
-73 76 -41 0
-89 -18 -100 0
65 -87 96 0
-58 -3 -19 0
-1 93 21 0
56 11 59 0
-30 -91 26 0
-18 36 -13 0
-77 54 -29 0
65 71 70 0
88 -66 -43 0
-52 -41 -72 0
30 -24 26 0
88 18 30 0
-16 -60 -68 0
-65 -36 45 0
22 -34 66 0
59 -86 -29 0
24 34 -56 0
84 29 55 0
-17 -55 77 0
-97 83 80 0
-68 79 -89 0
-16 -83 68 0
62 -20 -24 0
72 -53 -89 0
11 53 37 0
-38 51 93 0
-64 -95 54 0
30 65 -32 0
-33 -44 83 0
3 28 34 0
80 35 -62 0
-54 -96 -31 0
38 95 -86 0
-63 59 -22 0
70 83 -85 0
-74 -64 -25 0
49 -48 1 0
94 -68 64 0
-49 35 -71 0
-33 -75 -26 0
-15 -64 -46 0
-74 -67 -27 0
95 -51 -33 0
-40 -72 9 0
-2 -100 -44 0
54 -16 -77 0
95 42 27 0
74 -66 -69 0
-85 -46 -49 0
-71 -14 53 0
-9 -73 23 0
-48 -1 -88 0
-70 -61 33 0
-50 82 9 0
73 -97 15 0
49 -71 98 0
-18 71 14 0
32 -46 -99 0
-80 18 -87 0
65 1 29 0
54 31 58 0
-77 26 8 0
85 34 -74 0
81 56 -7 0
64 53 9 0
18 8 15 0
11 93 23 0
-19 -79 -2 0
56 -94 31 0
-42 -63 66 0
-89 55 -38 0
-60 -50 -85 0
-1 -19 -87 0
-68 -8 -80 0
-51 -98 82 0
-79 -71 64 0
24 54 33 0
-80 -26 -21 0
-62 29 -85 0
41 -48 -76 0
-25 -52 83 0
-38 -19 -16 0
95 74 -48 0
-42 -66 -57 0
-44 -56 -38 0
18 -45 -3 0
11 -99 -36 0
-93 84 77 0
48 16 58 0
-48 60 22 0
31 5 -48 0
-1 -88 12 0
74 68 -33 0
-70 25 -89 0
99 -57 9 0
33 -78 -57 0
25 63 -12 0
86 98 85 0
-10 87 -17 0
18 98 -14 0
-57 -72 89 0
-63 -99 -14 0
24 45 60 0
-76 51 75 0
100 67 -53 0
-30 -70 40 0
35 75 74 0
-70 -74 59 0
-77 63 -87 0
61 71 -43 0
-8 97 -25 0
-80 -43 19 0
70 -76 29 0
33 11 1 0
-92 -21 -20 0
-40 -34 47 0
67 64 -50 0
82 -9 -36 0
88 23 -25 0
79 58 -66 0
65 -20 -87 0
65 16 -1 0
26 -7 -23 0
24 97 -72 0
-93 -16 84 0
87 35 -81 0
12 -75 -66 0
-44 7 28 0
-92 -100 -81 0
-94 12 15 0
-77 6 81 0
58 -44 -42 0
-45 98 42 0
14 -66 50 0
83 26 -87 0
-34 4 -9 0
56 -48 75 0
76 -83 -36 0
-97 -20 -24 0
77 54 52 0
-71 90 -55 0
-67 -44 -26 0
-3 -38 -74 0
53 54 -46 0
51 -88 100 0
64 4 73 0
-83 62 53 0
-70 -78 99 0
-34 -83 89 0
65 12 -59 0
-58 21 -44 0
51 -20 22 0
-23 -34 69 0
-76 62 91 0
43 35 81 0
81 39 -24 0
27 -69 -60 0
-5 70 57 0
71 -27 83 0
-60 86 96 0
93 -70 -71 0
24 -45 22 0
87 -72 -33 0
-57 -25 37 0
23 -92 62 0
61 -77 69 0
16 -65 -58 0
95 52 79 0
-27 -93 -4 0
13 -62 -38 0
-41 92 -9 0
-70 11 30 0
20 -64 -9 0
-76 97 -77 0
37 42 -77 0
18 -2 -9 0
-6 -27 18 0
-67 -17 -26 0
-50 67 15 0
-62 41 30 0
31 -67 30 0
-43 -53 100 0
