c instance by G2
-76 -27 65 0
89 -54 93 0
78 -12 -81 0
84 45 -41 0
44 -43 20 0
-16 -75 46 0
13 27 -62 0
-91 17 -86 0
19 29 40 0
-28 -35 -4 0
97 51 57 0
42 -31 -27 0
77 17 76 0
-68 -72 -14 0
43 32 19 0
-8 -46 -18 0
-18 81 -95 0
-17 -30 -4 0
-6 72 -75 0
-84 63 -38 0
-81 -60 41 0
74 -32 13 0
4 -55 -2 0
-66 -84 54 0
-3 31 38 0
-97 19 -64 0
-66 -5 -9 0
-26 60 -3 0
34 -14 49 0
-94 -54 34 0
-91 -6 15 0
-23 73 19 0
-65 43 -31 0
-1 -55 -100 0
58 63 77 0
47 -96 27 0
-80 -2 -56 0
80 52 -34 0
-47 -4 -9 0
35 88 63 0
74 2 43 0
100 -57 73 0
-45 49 98 0
38 -77 -55 0
50 -23 52 0
86 47 -100 0
-98 24 -31 0
-52 -46 95 0
20 41 77 0
-16 -77 56 0
26 -52 77 0
-19 -12 -37 0
-45 -20 87 0
32 56 70 0
49 -85 21 0
23 36 -71 0
-100 77 47 0
64 27 87 0
-29 18 89 0
36 -40 -37 0
-65 68 -94 0
25 -33 96 0
-85 17 -91 0
-73 -98 65 0
-12 -17 24 0
86 -94 -31 0
99 83 62 0
14 44 -90 0
-57 99 23 0
-13 75 -59 0
-2 72 88 0
83 -30 49 0
53 74 19 0
71 -50 18 0
-9 21 62 0
56 -80 84 0
67 -25 -91 0
-28 -38 -79 0
-57 -22 23 0
21 24 -2 0
-53 8 -61 0
-30 29 -54 0
-74 -24 -53 0
86 54 3 0
6 99 -26 0
-49 -41 -34 0
21 14 27 0
-8 18 86 0
83 80 -79 0
45 -76 70 0
67 32 -86 0
-85 36 -22 0
-38 -92 -62 0
90 54 95 0
-52 71 -15 0
47 44 -68 0
-53 55 -31 0
78 2 -81 0
-41 48 66 0
-61 -85 68 0
85 47 -92 0
-46 -23 49 0
61 -83 -73 0
-53 -63 -92 0
66 -52 65 0
-49 59 82 0
40 -17 11 0
-49 9 -94 0
41 52 35 0
-85 61 73 0
-55 -11 60 0
95 -98 -40 0
-68 2 75 0
100 -23 -25 0
-66 -63 39 0
-36 16 -96 0
15 39 -16 0
54 70 88 0
21 72 -59 0
-77 50 -20 0
12 66 -13 0
60 67 49 0
-20 -75 89 0
-75 42 -11 0
13 46 -48 0
-69 -68 -71 0
-14 -32 51 0
45 -28 32 0
10 30 -83 0
15 -42 88 0
-61 70 99 0
-82 47 -58 0
90 -85 9 0
62 48 100 0
-55 60 67 0
35 100 36 0
-92 -74 -39 0
44 22 58 0
-92 42 98 0
56 7 62 0
-7 51 27 0
41 -100 7 0
-67 42 10 0
-48 -65 71 0
45 44 -18 0
69 -62 -74 0
-29 -44 -18 0
-78 -47 84 0
86 35 25 0
58 -25 -33 0
-7 97 -2 0
81 92 82 0
-19 -90 24 0
95 19 -43 0
-59 -99 77 0
1 75 -39 0
-49 44 10 0
49 -16 -56 0
16 31 -33 0
-36 44 -8 0
90 -19 -40 0
-71 97 -15 0
-12 -13 -20 0
16 -32 -100 0
-43 -98 100 0
-58 50 65 0
-87 -81 7 0
-31 -37 -12 0
-5 4 -43 0
62 -17 77 0
-27 -43 -61 0
13 -15 -12 0
35 -94 -75 0
28 -43 73 0
75 -57 1 0
34 49 -78 0
24 -66 7 0
-98 -20 77 0
15 17 -67 0
-4 36 -61 0
20 74 90 0
25 -72 95 0
-88 74 -68 0
-21 -42 -29 0
-2 91 94 0
-15 63 56 0
-31 93 92 0
78 -6 -5 0
7 78 -79 0
18 -45 -14 0
67 78 -56 0
81 -44 -70 0
-87 83 15 0
7 -56 -86 0
87 -37 -55 0
29 -89 -58 0
-10 -48 22 0
-72 43 -66 0
-67 39 -31 0
-26 4 -84 0
-16 -80 17 0
92 35 -56 0
