c instance by G2
-100 -6 -63 0
49 98 -37 0
80 15 2 0
52 42 69 0
39 -77 3 0
-82 46 71 0
72 -99 -63 0
-21 -12 -29 0
-96 -92 -14 0
94 -53 -1 0
84 -37 69 0
28 46 -67 0
-16 38 -77 0
98 -77 84 0
36 -84 -46 0
42 -84 -79 0
8 -42 78 0
-52 -46 95 0
-53 -35 -30 0
-43 29 77 0
15 -27 -56 0
-47 26 -27 0
-87 -66 56 0
82 80 1 0
-55 -37 -85 0
30 64 -2 0
-83 84 58 0
40 -20 58 0
-77 50 -20 0
-17 57 -87 0
-46 58 88 0
24 -35 -8 0
25 35 67 0
96 58 -50 0
46 95 33 0
15 -40 -29 0
-88 -44 -16 0
-30 -91 -24 0
-93 20 99 0
51 -4 -22 0
34 -45 76 0
18 -79 21 0
-53 8 -61 0
-94 -54 34 0
-84 -29 -68 0
3 22 41 0
82 -56 68 0
43 -45 68 0
12 -40 -11 0
-91 -24 -76 0
-30 29 -54 0
-55 81 -84 0
90 -85 9 0
6 -23 38 0
-18 -58 57 0
-3 98 40 0
-17 40 -99 0
6 -42 -83 0
86 47 -100 0
79 16 -21 0
-49 9 -94 0
42 83 -57 0
-95 94 -53 0
17 -62 24 0
-84 63 -38 0
4 -67 49 0
98 -31 80 0
47 -12 87 0
35 -71 -7 0
76 -38 -44 0
93 -60 74 0
-28 -60 -8 0
8 -51 3 0
-21 -15 38 0
-92 73 -78 0
11 -3 -100 0
68 30 15 0
80 52 -34 0
-61 -13 -66 0
84 41 63 0
51 94 -32 0
-16 -64 51 0
15 -87 20 0
73 -3 77 0
7 -28 -5 0
84 99 45 0
-85 16 3 0
38 -50 54 0
-48 -29 20 0
47 -1 -17 0
-84 16 50 0
99 -38 -16 0
-8 18 86 0
-31 -37 -12 0
49 -85 21 0
43 -37 3 0
-41 15 74 0
53 21 -54 0
92 98 65 0
-85 -73 -98 0
-89 -29 9 0
38 55 -40 0
70 96 -9 0
69 95 86 0
-30 37 15 0
20 18 -65 0
33 90 -20 0
90 -73 82 0
76 56 81 0
-9 17 -5 0
-72 -5 -80 0
-51 100 -15 0
89 60 94 0
52 -2 -12 0
-40 -22 4 0
-87 83 15 0
-12 -13 -20 0
71 27 41 0
-6 72 -75 0
-81 92 41 0
-38 81 27 0
100 -41 -50 0
33 -90 29 0
46 -98 72 0
-58 90 7 0
27 -50 -54 0
-17 -30 -4 0
-98 -20 77 0
-23 -5 17 0
-3 31 38 0
74 -32 13 0
95 19 -43 0
56 76 -57 0
56 -17 -66 0
36 71 -4 0
-11 -99 14 0
-78 96 14 0
-25 -49 -95 0
-55 -59 -49 0
-26 75 -92 0
-59 39 48 0
-56 -90 31 0
9 42 -93 0
9 89 68 0
53 74 19 0
47 44 -68 0
-76 33 -5 0
94 -22 -98 0
-100 -81 -73 0
-31 93 92 0
-85 69 7 0
20 41 77 0
-41 -98 -39 0
-23 6 -44 0
-48 -65 71 0
50 14 100 0
15 73 -4 0
-45 -20 87 0
-5 4 -43 0
90 16 -28 0
-15 14 34 0
-85 -69 78 0
33 53 -92 0
-6 -74 -45 0
90 54 95 0
-17 -2 -14 0
-36 16 -96 0
69 58 -73 0
-78 -56 95 0
68 -96 37 0
-87 18 52 0
62 48 100 0
21 72 -59 0
-85 36 -22 0
-30 -45 -38 0
-72 42 38 0
97 -78 -68 0
62 -87 8 0
37 56 7 0
76 -26 -67 0
9 -80 -50 0
10 74 -68 0
100 -23 -25 0
-67 -58 -36 0
-14 -92 83 0
5 75 -15 0
13 -15 -12 0
44 22 58 0
63 99 100 0
-71 84 -27 0
42 -31 -27 0
-43 -98 100 0
-93 -60 -26 0
-49 -9 -3 0
18 -79 9 0
-16 51 28 0
-61 25 -55 0
-20 -17 -22 0
-33 -40 -53 0
62 71 10 0
5 73 -11 0
-3 35 -75 0
-70 43 -72 0
41 52 35 0
65 -39 -48 0
81 -32 26 0
47 -65 46 0
-45 59 97 0
93 -65 97 0
-38 -66 -74 0
41 -67 -57 0
-98 99 80 0
-90 -75 -81 0
90 -4 83 0
-18 -14 13 0
-49 -48 58 0
54 70 88 0
-50 96 8 0
-21 -75 17 0
51 -22 52 0
66 -52 65 0
16 -25 23 0
86 -4 60 0
38 47 -91 0
-99 -81 46 0
-90 -94 67 0
5 44 -78 0
84 90 -59 0
-9 37 76 0
44 29 84 0
-78 -36 53 0
-98 -83 6 0
45 -48 25 0
95 73 65 0
-47 69 95 0
9 -43 61 0
17 72 -69 0
-19 -33 -73 0
-38 -22 77 0
88 -83 -71 0
-39 42 34 0
14 63 -35 0
-38 2 -32 0
45 -76 70 0
82 -32 3 0
69 -62 -74 0
56 -37 -58 0
-82 -73 96 0
-12 36 78 0
92 16 79 0
-15 -95 18 0
-37 42 16 0
-63 -56 -70 0
-1 34 7 0
30 -39 -3 0
-28 85 -63 0
-34 76 4 0
-91 84 17 0
6 -71 16 0
-56 -80 8 0
40 -78 2 0
95 -98 -40 0
30 -47 19 0
-63 36 -71 0
-14 97 96 0
-97 83 46 0
16 6 50 0
50 -44 -77 0
85 43 -24 0
-70 17 -73 0
10 22 98 0
-39 15 86 0
-27 72 -37 0
5 15 70 0
6 -29 -3 0
5 43 28 0
42 41 -26 0
47 45 43 0
81 92 82 0
-75 42 -11 0
32 67 55 0
-35 -36 92 0
40 -50 13 0
-82 -77 -73 0
44 -48 62 0
67 -54 36 0
-73 -98 65 0
-55 100 -80 0
49 -16 -56 0
-19 -65 39 0
12 -87 58 0
-18 19 -54 0
-92 -17 50 0
6 1 86 0
24 -26 -79 0
-96 44 61 0
50 -24 -95 0
23 -91 -15 0
-41 -47 -86 0
79 -49 -98 0
12 -46 43 0
-88 7 28 0
-98 -10 12 0
-13 -10 19 0
82 33 -98 0
21 -29 87 0
85 -98 -76 0
20 -11 83 0
88 -14 -15 0
-13 47 32 0
7 -98 63 0
76 44 -91 0
64 -90 -95 0
-35 -94 59 0
-85 17 -91 0
-7 55 -81 0
-37 36 64 0
40 -38 -45 0
-67 39 -31 0
88 -68 97 0
-61 -85 68 0
28 -22 49 0
61 36 -32 0
47 29 10 0
62 -17 77 0
87 27 -42 0
-85 -26 -84 0
83 -30 49 0
-51 3 12 0
72 10 36 0
47 25 80 0
-71 -26 41 0
81 -27 46 0
-85 78 -98 0
-81 -52 -15 0
13 46 -48 0
53 23 -82 0
-28 -38 -79 0
-20 -43 52 0
79 25 -18 0
13 40 72 0
91 52 74 0
56 7 62 0
-79 100 99 0
22 97 63 0
55 31 -81 0
-54 78 -94 0
-61 59 77 0
34 -14 49 0
-16 -75 46 0
-50 87 29 0
81 -91 -9 0
84 -92 -35 0
42 -9 -13 0
-34 -67 23 0
-78 97 -4 0
-68 -72 -14 0
55 -16 74 0
83 -37 95 0
-62 71 -15 0
-57 -22 23 0
15 -7 28 0
70 98 -100 0
-1 38 9 0
25 -48 79 0
-88 74 -68 0
-84 9 -8 0
44 -79 93 0
42 -71 -19 0
-57 99 23 0
47 -81 -97 0
88 87 -63 0
47 -96 27 0
71 -74 -78 0
7 33 86 0
70 47 -44 0
43 32 19 0
100 -84 20 0
86 39 43 0
74 8 61 0
25 -53 74 0
-27 91 28 0
72 66 99 0
-91 72 33 0
10 86 -71 0
-37 -69 -61 0
-13 -5 34 0
-59 -99 77 0
84 39 -69 0
62 28 -50 0
85 -27 -1 0
-72 26 82 0
98 58 -24 0
86 42 84 0
-2 91 94 0
60 -30 90 0
-20 33 -18 0
84 65 -10 0
-44 8 24 0
54 -16 84 0
-23 -7 6 0
28 -43 73 0
-39 93 45 0
-42 20 -24 0
-26 -98 -60 0
34 49 -78 0
-3 -18 1 0
-48 87 46 0
-19 -90 24 0
-77 -53 -67 0
-13 83 64 0
32 56 70 0
-40 -32 -84 0
-96 34 -13 0
-67 75 99 0
64 -72 7 0
-6 -41 -73 0
-67 3 -12 0
-66 -84 54 0
96 -71 67 0
-4 53 45 0
-22 -51 94 0
12 -68 26 0
2 92 18 0
45 -28 32 0
-49 -79 -22 0
15 -32 51 0
43 7 62 0
18 31 -9 0
6 30 13 0
-40 -92 -10 0
-93 -58 6 0
-60 19 -37 0
-36 -80 51 0
-76 97 -78 0
87 -77 -93 0
-62 82 81 0
7 78 -79 0
74 -27 -69 0
-62 20 35 0
-58 -68 -31 0
-51 -49 39 0
46 92 -9 0
-68 54 -69 0
-7 66 -11 0
28 93 84 0
78 2 -81 0
50 13 18 0
-28 17 -7 0
-66 -63 39 0
-26 -72 -35 0
41 -45 -82 0
-27 88 -20 0
57 -12 -5 0
-60 -53 56 0
-27 92 58 0
-89 51 88 0
-53 39 -82 0
-52 -7 -49 0
10 -49 -62 0
-70 -78 -5 0
68 -42 70 0
69 -95 9 0
-26 -40 -76 0
6 -22 65 0
-98 -18 31 0
18 -12 79 0
-89 -27 16 0
70 3 46 0
93 -17 98 0
-29 -44 -18 0
-87 -81 7 0
-12 -17 24 0
78 96 -51 0
-60 -59 47 0
86 -94 -31 0
42 -60 -36 0
-72 8 -21 0
60 -94 -91 0
91 -8 89 0
-74 -56 -22 0
71 -80 72 0
-34 53 23 0
-63 -32 -21 0
-13 28 -75 0
-2 -59 72 0
84 -93 40 0
-87 48 83 0
67 32 -86 0
25 -79 -36 0
72 -95 11 0
-77 38 25 0
-41 48 66 0
-67 42 10 0
83 80 -79 0
-59 -86 -91 0
-99 -74 -30 0
83 95 -80 0
-7 97 -2 0
47 29 -12 0
-10 4 65 0
-2 72 88 0
-51 -67 -21 0
62 56 91 0
-61 50 -38 0
-81 -60 41 0
32 52 -8 0
-63 80 50 0
-24 -97 55 0
67 -25 -91 0
1 18 -53 0
65 45 -71 0
1 -32 84 0
4 49 1 0
-11 -82 -24 0
58 -25 -33 0
-99 26 -11 0
-46 60 12 0
74 23 96 0
-74 -94 77 0
68 -48 -12 0
17 -61 -38 0
-64 -80 9 0
80 2 60 0
-76 -27 65 0
-10 -20 -38 0
-77 41 63 0
-5 57 -70 0
78 -57 -11 0
89 -99 4 0
5 59 47 0
-34 -18 -49 0
-92 87 -97 0
19 29 40 0
-24 -18 30 0
93 69 -28 0
47 11 -75 0
51 -74 -87 0
28 46 -47 0
53 42 52 0
19 46 59 0
-65 98 89 0
-84 -41 8 0
-94 54 -29 0
23 36 -71 0
64 53 -31 0
59 -48 8 0
10 -56 -46 0
-4 36 -61 0
-36 73 38 0
77 80 -62 0
-42 -91 -14 0
-83 13 -25 0
-99 -48 68 0
79 91 64 0
67 78 -56 0
9 -23 -18 0
-61 70 99 0
97 -15 -92 0
-91 -6 15 0
9 55 37 0
-8 20 21 0
-90 -21 -53 0
-96 51 -44 0
-76 -39 -61 0
-71 48 -11 0
48 -32 -31 0
-26 7 48 0
-59 84 -98 0
20 27 -3 0
96 90 -6 0
-81 7 -43 0
-36 44 -8 0
31 -73 -95 0
-68 -74 -10 0
-82 -39 64 0
-2 -54 65 0
27 -4 -9 0
-94 36 -67 0
40 -57 19 0
-97 19 -64 0
39 -98 -48 0
79 33 35 0
-91 17 -86 0
46 -84 -18 0
78 -3 -73 0
-85 41 87 0
84 -69 92 0
25 -33 96 0
-34 94 79 0
5 92 -44 0
-89 16 45 0
91 -95 9 0
-24 62 -22 0
45 -66 -64 0
-4 -86 -85 0
-26 25 -28 0
-56 75 -44 0
90 27 46 0
-23 -58 88 0
-14 66 -63 0
-2 -88 -26 0
100 20 -92 0
97 -74 82 0
-82 47 -58 0
4 73 -32 0
-16 -7 -39 0
80 62 71 0
-84 -5 59 0
81 71 -52 0
-68 2 75 0
2 -84 -79 0
71 -50 18 0
-80 71 -70 0
-11 60 -22 0
62 -17 39 0
-16 7 -98 0
49 82 -55 0
8 -2 -50 0
60 67 49 0
-18 24 76 0
-54 -79 -20 0
14 -100 77 0
89 18 -38 0
86 54 3 0
11 39 51 0
12 -43 45 0
-50 -40 86 0
-99 59 -68 0
-31 -97 43 0
-56 26 94 0
-80 53 44 0
-21 3 4 0
5 53 -83 0
75 -57 1 0
78 -18 20 0
-72 43 -66 0
55 -49 -20 0
13 7 23 0
-8 -30 -93 0
-25 -62 -51 0
-33 -16 -100 0
74 2 43 0
