c instance by G2
56 7 62 0
-99 -74 -30 0
-85 41 87 0
-55 -37 -85 0
-87 3 53 0
64 53 -31 0
65 45 -71 0
26 -88 63 0
-51 100 -15 0
30 71 -78 0
-5 -15 -34 0
68 -48 -12 0
96 90 -6 0
36 -84 -46 0
-50 78 18 0
-92 -17 50 0
-19 -48 -40 0
-41 -98 -39 0
31 34 -66 0
93 -17 98 0
14 -45 -77 0
41 -67 -57 0
-30 29 -54 0
71 -45 99 0
-58 -77 85 0
-26 -98 -60 0
21 72 -59 0
86 -94 -31 0
72 -95 11 0
5 44 -78 0
98 -24 10 0
47 29 -12 0
-3 35 -75 0
-74 -94 77 0
13 -15 -12 0
-39 93 45 0
-77 41 63 0
20 -11 83 0
86 -4 60 0
-11 -82 -24 0
-41 48 66 0
37 -16 -31 0
-39 -11 8 0
-7 97 -2 0
20 74 90 0
63 -81 7 0
5 43 28 0
7 78 -79 0
-80 63 -4 0
94 -53 -1 0
-67 -58 -36 0
-52 -99 62 0
72 66 99 0
-33 -16 -100 0
67 78 -56 0
45 -48 25 0
52 -2 -12 0
25 80 -20 0
7 -28 -5 0
21 -99 30 0
84 40 54 0
38 47 -91 0
1 -32 84 0
-56 -80 8 0
-55 100 -80 0
10 22 98 0
15 -32 51 0
84 39 -69 0
-91 17 -86 0
21 -48 57 0
-18 19 -54 0
-53 8 -61 0
-56 26 94 0
29 -83 -71 0
58 54 12 0
-98 24 -31 0
-93 -74 29 0
-44 -45 -77 0
-68 -74 -10 0
-59 84 -98 0
-39 42 34 0
91 -48 64 0
42 -31 -27 0
4 -32 77 0
28 -22 49 0
100 20 -92 0
-21 -15 38 0
69 -9 -37 0
-82 -39 64 0
53 23 -82 0
-82 -73 96 0
-87 48 83 0
-58 -53 52 0
-93 -43 62 0
25 35 67 0
-9 17 -5 0
41 52 35 0
86 35 25 0
-31 93 92 0
46 -35 -57 0
-22 86 -3 0
64 -90 -95 0
-31 -81 -70 0
-19 18 -44 0
-47 26 -27 0
-42 20 -24 0
37 56 7 0
84 88 20 0
-50 87 29 0
62 48 100 0
50 13 18 0
-56 47 73 0
42 -9 -13 0
-6 -17 27 0
-55 -54 -94 0
-4 -86 -85 0
20 18 -65 0
-38 39 -93 0
8 -42 78 0
1 8 77 0
14 63 -35 0
-13 -10 19 0
-76 -39 -61 0
52 -42 37 0
-85 16 3 0
-78 -36 53 0
93 69 -28 0
24 -75 44 0
56 -37 -58 0
-91 -24 -76 0
25 -33 96 0
-6 80 -39 0
17 -61 -38 0
46 -69 76 0
86 -61 -28 0
81 -91 -9 0
78 -74 -55 0
-14 -32 51 0
81 92 82 0
-61 -7 -69 0
-68 2 75 0
28 46 -47 0
-15 14 34 0
13 -67 35 0
76 56 81 0
19 -90 11 0
-89 -94 -54 0
-62 20 35 0
32 56 70 0
70 43 4 0
-78 96 14 0
-38 12 -13 0
-88 -44 -16 0
-53 66 -38 0
-24 90 99 0
69 95 86 0
87 45 -48 0
23 36 -71 0
86 39 43 0
65 84 3 0
100 -41 -50 0
-16 -77 56 0
91 73 28 0
47 -12 87 0
100 82 25 0
-4 36 -61 0
5 92 -44 0
79 33 35 0
-59 -86 -91 0
-10 4 65 0
6 99 -26 0
-12 -17 24 0
10 -27 -54 0
-86 -84 -25 0
-72 -5 -80 0
-50 -30 39 0
11 -3 -100 0
12 -40 -11 0
-55 81 -84 0
-3 31 38 0
-76 37 -10 0
-5 57 -70 0
-24 29 -46 0
-84 16 50 0
6 -71 16 0
9 -80 -50 0
-42 -91 -14 0
-27 92 58 0
51 -4 -22 0
-3 9 -92 0
-62 71 -15 0
-34 85 -76 0
-48 -65 71 0
94 -99 84 0
12 -68 26 0
56 -17 -66 0
84 41 63 0
72 -99 -63 0
38 66 -76 0
-43 -53 -63 0
-91 72 33 0
75 -12 13 0
-20 75 -14 0
39 -98 -48 0
69 58 -73 0
79 16 -21 0
79 -49 -98 0
-3 -49 -52 0
-10 4 62 0
-50 -40 86 0
95 73 65 0
-96 51 -44 0
47 95 81 0
-84 9 -8 0
40 -50 13 0
11 20 81 0
33 90 -20 0
-57 -22 23 0
71 -50 18 0
3 52 45 0
70 3 46 0
4 49 1 0
90 -85 9 0
62 28 -50 0
-72 43 -66 0
-19 -33 -73 0
95 19 -43 0
-7 -41 -71 0
74 23 96 0
6 -22 65 0
53 42 52 0
47 44 -68 0
-61 -85 68 0
-12 36 78 0
-17 -47 -68 0
60 -30 90 0
89 51 -87 0
-6 -74 -45 0
19 29 40 0
99 52 -77 0
90 -4 83 0
83 6 73 0
-52 -46 95 0
76 -26 -67 0
60 67 49 0
18 -15 27 0
38 57 -72 0
84 99 45 0
-72 26 82 0
-34 5 76 0
92 98 65 0
-1 38 9 0
96 58 -50 0
46 95 33 0
-17 57 -87 0
67 -54 36 0
87 -77 -93 0
21 53 -79 0
57 -12 -5 0
-72 37 -89 0
-52 71 80 0
-85 36 -22 0
1 72 86 0
-25 59 69 0
-83 -25 -4 0
-86 -8 -97 0
-94 36 -67 0
-11 -92 -89 0
-37 -69 -61 0
-26 84 25 0
7 33 86 0
44 29 84 0
-7 66 -11 0
71 -80 72 0
42 83 -57 0
52 -16 -93 0
-90 -94 67 0
-85 -73 -98 0
26 97 87 0
58 -25 -33 0
-31 -37 -12 0
-95 42 37 0
-63 80 50 0
65 17 -63 0
-99 -81 46 0
47 -81 -97 0
43 -37 3 0
71 85 -14 0
43 7 62 0
-97 -16 -53 0
73 -95 50 0
17 30 83 0
-27 72 -37 0
19 -67 -69 0
47 11 -75 0
91 -8 89 0
-9 37 76 0
-12 -76 4 0
9 -23 -18 0
48 -8 -24 0
-57 -77 62 0
5 59 47 0
-98 -18 31 0
88 -68 97 0
49 82 -55 0
91 52 74 0
-22 -51 94 0
-96 -92 -14 0
47 -1 -17 0
17 -62 24 0
14 75 -86 0
43 -45 68 0
-3 98 40 0
55 -16 74 0
-91 -97 -49 0
21 14 27 0
66 49 78 0
80 62 71 0
-13 28 -75 0
23 -91 -15 0
47 29 10 0
-21 -76 -69 0
-72 96 41 0
-4 -83 96 0
56 -28 63 0
-44 8 24 0
-3 -18 1 0
-77 -62 71 0
-16 -75 46 0
-68 54 -69 0
20 41 77 0
-40 89 56 0
22 97 63 0
-68 -15 -95 0
88 -14 -15 0
68 -42 70 0
-6 67 -20 0
-2 -59 72 0
-36 44 -8 0
-16 38 -77 0
1 -53 23 0
-24 62 -22 0
24 77 85 0
-15 -95 18 0
-40 -32 -84 0
-100 -17 -12 0
-34 94 79 0
45 -28 32 0
12 -46 43 0
69 -95 9 0
50 58 46 0
42 -99 92 0
2 83 34 0
-98 -83 6 0
91 13 -45 0
-49 -79 -22 0
-14 22 -87 0
25 -79 -36 0
34 -71 90 0
42 -84 -79 0
82 33 -98 0
84 -37 69 0
-20 18 -62 0
-36 73 38 0
-49 -48 58 0
-15 63 56 0
-79 -20 -67 0
24 -35 -8 0
6 -23 38 0
-33 -40 -53 0
84 -92 -35 0
-23 6 -44 0
5 15 84 0
-88 74 -68 0
42 -92 21 0
96 34 62 0
60 -49 22 0
6 2 4 0
33 -2 26 0
-76 33 -5 0
4 62 77 0
-61 25 -55 0
49 -78 74 0
70 73 6 0
5 15 70 0
-88 7 28 0
35 -71 -7 0
45 44 -18 0
-17 -30 -4 0
-67 75 99 0
-24 10 40 0
-36 50 95 0
40 -38 -45 0
38 55 -40 0
23 -58 17 0
-70 -78 -5 0
-57 99 23 0
-49 9 -94 0
5 73 -11 0
-11 60 -22 0
-59 39 48 0
46 -20 -44 0
-90 -75 -81 0
-28 -35 -4 0
95 91 -40 0
-88 26 -48 0
90 -32 62 0
-80 53 44 0
45 62 -18 0
87 27 -42 0
5 92 -8 0
85 -33 -12 0
44 -79 93 0
-89 56 -47 0
-27 -43 -61 0
49 98 -37 0
9 42 -93 0
78 -3 -73 0
-21 3 4 0
-77 38 25 0
-71 48 -11 0
-78 -56 95 0
36 71 -4 0
47 -37 -87 0
65 -69 84 0
-27 88 -20 0
-91 -6 15 0
62 -17 77 0
-63 -56 -70 0
-24 -97 55 0
-92 70 18 0
83 59 85 0
-40 46 6 0
78 96 -51 0
-92 32 70 0
-60 84 -87 0
10 -2 49 0
-63 36 -71 0
-85 69 7 0
3 22 41 0
82 80 1 0
97 -68 41 0
-16 7 -98 0
21 -29 87 0
26 -62 59 0
21 24 -2 0
-63 -32 -21 0
-87 18 52 0
98 -77 84 0
-92 -74 -39 0
40 -20 58 0
76 36 -94 0
80 15 2 0
-84 -5 59 0
47 -65 46 0
-94 54 -29 0
-13 75 -59 0
81 -32 26 0
58 74 -83 0
-38 2 -32 0
62 56 91 0
-13 83 64 0
74 2 43 0
10 74 -68 0
89 -7 54 0
-81 -60 41 0
-14 66 -63 0
-19 82 -23 0
97 -78 -68 0
49 -85 21 0
-89 95 -96 0
-99 26 -11 0
15 39 -16 0
-51 -49 39 0
79 91 64 0
48 46 12 0
56 1 -27 0
-29 18 89 0
-1 -89 21 0
-59 -35 38 0
-36 16 -96 0
92 32 -29 0
-48 87 46 0
-89 16 45 0
6 1 86 0
50 -24 -95 0
96 -87 -51 0
95 45 77 0
-93 -58 6 0
-11 -99 14 0
74 -32 13 0
-21 -12 -29 0
-66 -84 54 0
60 86 -94 0
48 -32 -31 0
-85 -26 -84 0
54 70 88 0
61 32 26 0
95 -98 -40 0
-52 -7 -49 0
-99 59 -68 0
24 -26 -79 0
84 -69 92 0
51 -22 52 0
51 -74 -87 0
-37 36 64 0
-65 68 -94 0
-95 94 -53 0
46 -25 -96 0
96 -71 67 0
-8 59 89 0
-100 -81 -73 0
27 26 81 0
43 -77 59 0
-61 70 99 0
-38 -66 -74 0
-59 -8 21 0
62 -17 39 0
-77 -53 -67 0
20 27 -3 0
97 51 57 0
-55 -70 -36 0
25 -53 74 0
62 64 -49 0
85 47 -92 0
60 -94 -91 0
81 71 -52 0
56 -46 48 0
15 -42 88 0
18 -12 79 0
84 65 -10 0
-18 -14 13 0
14 -100 77 0
48 -61 85 0
-67 42 10 0
72 -16 -37 0
66 -52 65 0
-71 84 -27 0
-67 39 -31 0
-100 -6 -63 0
-48 -29 20 0
28 93 84 0
64 -43 -85 0
9 -72 -62 0
8 -51 3 0
61 36 -32 0
-41 25 -72 0
67 -25 -91 0
-8 18 86 0
-55 -67 88 0
-61 50 -38 0
83 80 -79 0
-18 -58 57 0
2 -84 -79 0
69 78 59 0
90 -19 -40 0
-8 -30 -93 0
-87 -81 7 0
-76 -45 -77 0
70 96 -9 0
-14 -92 83 0
-76 -27 65 0
93 -65 97 0
77 65 -69 0
60 45 -62 0
5 53 -83 0
13 40 72 0
-60 -53 56 0
-20 -85 11 0
79 25 -18 0
-75 42 -11 0
10 -49 -62 0
-85 -13 67 0
71 -74 -78 0
-46 58 88 0
57 -74 -72 0
-93 -60 -26 0
62 71 10 0
100 -84 20 0
-17 -2 -14 0
-84 63 -38 0
-81 4 84 0
-30 82 63 0
-71 -26 41 0
-18 26 -61 0
-25 -49 -95 0
-2 -54 65 0
-61 -13 -66 0
-43 -98 100 0
-26 75 -92 0
47 45 43 0
-5 4 -43 0
23 -22 -70 0
43 32 19 0
-81 92 41 0
-65 98 89 0
-35 -94 59 0
-80 97 11 0
-77 50 -20 0
30 -47 19 0
46 92 -9 0
-34 76 4 0
-39 15 86 0
-42 58 -31 0
-78 97 -4 0
-45 8 -100 0
81 -31 80 0
77 -19 83 0
40 -57 19 0
29 -53 -36 0
-19 -90 24 0
11 60 -85 0
11 39 51 0
-53 39 -82 0
-72 8 -21 0
39 -77 3 0
71 27 41 0
-71 -25 -5 0
-68 -27 83 0
-46 -23 49 0
-89 69 -65 0
-75 -46 21 0
47 25 80 0
12 -43 45 0
51 94 -32 0
-96 44 61 0
46 -84 -18 0
-80 71 -70 0
10 30 -83 0
4 -55 -2 0
94 57 -28 0
-85 17 -91 0
91 -95 9 0
80 15 51 0
56 76 -57 0
99 -38 -16 0
82 -56 68 0
66 37 2 0
-7 40 90 0
11 -96 -61 0
-61 59 77 0
-27 -52 -57 0
42 -71 -19 0
50 -44 -77 0
17 16 -94 0
-51 -67 -21 0
-7 -67 34 0
-26 25 -28 0
45 -66 -64 0
-76 97 -78 0
45 -76 70 0
-98 -10 12 0
100 -23 -25 0
