c instance by G2
-91 -6 15 0
-55 -59 -49 0
-27 88 -20 0
29 92 62 0
-18 24 76 0
-11 60 -22 0
-94 -5 -84 0
80 7 66 0
75 -12 13 0
12 -68 26 0
94 57 -28 0
89 -54 93 0
-58 90 7 0
1 63 24 0
78 2 -81 0
90 -85 9 0
-90 -94 67 0
-59 -35 38 0
72 -16 -37 0
-24 -97 55 0
77 -86 12 0
-38 81 27 0
66 37 2 0
2 -24 62 0
-72 42 38 0
83 27 -70 0
47 11 -75 0
73 -88 33 0
-63 -56 -70 0
49 82 -55 0
19 29 40 0
-98 65 58 0
-38 -22 77 0
76 -26 -67 0
-6 72 -75 0
-85 69 7 0
55 -16 74 0
-85 41 87 0
62 48 100 0
-82 -77 -73 0
-76 37 -10 0
46 -78 72 0
56 -15 1 0
100 -3 73 0
98 58 -24 0
-62 71 -15 0
42 -9 -13 0
-3 9 -92 0
51 -4 -22 0
-59 -67 33 0
-51 68 17 0
10 40 -37 0
47 -12 87 0
-87 48 83 0
-17 -97 47 0
-34 5 76 0
-72 8 -21 0
3 22 41 0
82 -32 3 0
79 16 -21 0
21 -99 30 0
-83 -4 96 0
-17 48 -65 0
38 55 -40 0
49 -85 21 0
100 6 25 0
30 71 -78 0
15 39 -16 0
-5 -15 -34 0
69 78 59 0
-61 70 99 0
-91 87 89 0
-61 59 77 0
-2 -54 65 0
-36 50 95 0
5 -68 -63 0
74 23 96 0
-97 -74 -43 0
-29 -92 72 0
-24 90 99 0
69 -62 -74 0
47 95 81 0
-58 -77 85 0
-14 -92 83 0
89 51 -87 0
12 -44 -10 0
8 -2 -50 0
76 -6 -20 0
-2 72 88 0
-37 65 -55 0
-62 86 -96 0
-89 -27 16 0
10 22 98 0
60 -49 22 0
96 58 -50 0
21 -75 -34 0
80 62 71 0
-55 -20 14 0
-80 53 44 0
-40 -92 -10 0
-29 -44 -18 0
-79 100 99 0
-12 36 78 0
-23 6 -44 0
-34 94 79 0
37 -16 -31 0
-36 16 -96 0
88 57 -28 0
-77 28 7 0
50 -46 24 0
45 62 -18 0
-92 97 23 0
-19 -65 39 0
-61 90 56 0
-61 50 -38 0
-90 -75 -81 0
-21 -75 17 0
24 -55 99 0
-46 -23 49 0
-59 39 48 0
-47 26 -27 0
-69 32 13 0
-40 89 56 0
-52 71 80 0
22 -7 82 0
-81 -28 -18 0
44 90 -42 0
62 -17 77 0
-16 -75 46 0
-100 -6 -63 0
87 27 -42 0
10 74 -68 0
-95 -50 1 0
10 -56 -46 0
70 -67 -5 0
33 90 -20 0
92 98 65 0
-6 -24 29 0
14 60 -97 0
5 53 -83 0
54 -16 84 0
26 97 87 0
-35 3 23 0
-33 -40 -53 0
100 -23 -25 0
85 -29 -4 0
88 87 -63 0
68 -48 -12 0
-88 64 -65 0
-81 -25 -31 0
90 54 95 0
-21 -75 -50 0
-76 97 -78 0
-24 10 40 0
-28 -38 -79 0
-73 -98 65 0
10 1 -56 0
-35 -36 92 0
-14 60 88 0
-49 -79 -22 0
86 93 -94 0
15 -32 51 0
18 -79 9 0
86 39 43 0
5 92 -44 0
-38 39 -93 0
6 99 -26 0
42 -60 -36 0
100 20 -92 0
-72 26 82 0
71 -80 72 0
-39 -70 -5 0
-76 -25 -84 0
-39 42 34 0
-68 -72 -14 0
-29 18 89 0
-42 -91 -14 0
-40 46 6 0
6 -22 65 0
43 -37 3 0
23 -49 -54 0
20 18 -65 0
65 -69 84 0
-49 -48 58 0
-45 -22 9 0
3 52 45 0
1 -53 23 0
49 -16 -56 0
42 -71 -19 0
89 18 -38 0
-45 -20 87 0
84 -92 -35 0
84 41 63 0
-15 63 56 0
15 -27 -56 0
13 7 23 0
-51 -49 39 0
62 -87 8 0
90 -32 62 0
85 -27 -1 0
11 39 51 0
78 -3 -73 0
-87 -81 7 0
18 -12 79 0
90 -4 83 0
-81 92 41 0
81 -32 26 0
7 -28 -5 0
-56 73 19 0
-29 -66 71 0
-39 96 75 0
24 -35 -8 0
-5 4 -43 0
-30 -45 -38 0
95 -98 -40 0
-22 86 -3 0
-13 28 -75 0
-97 -76 43 0
-11 3 -53 0
-78 -56 95 0
-2 -59 72 0
-86 -84 -25 0
-85 -13 67 0
76 44 -91 0
97 -15 -92 0
74 2 43 0
84 -37 69 0
57 -12 -5 0
-1 -35 20 0
-21 -15 38 0
-7 66 -11 0
87 -77 -93 0
5 44 -78 0
13 65 84 0
12 -46 43 0
56 -46 48 0
84 57 -55 0
-24 29 -46 0
-85 -26 -84 0
-10 4 65 0
-37 -92 -78 0
-21 81 -37 0
-61 74 -58 0
23 -91 -15 0
83 59 85 0
-55 -37 -85 0
-82 -26 58 0
25 35 67 0
89 6 4 0
-98 -83 6 0
3 76 -55 0
-77 -62 71 0
83 -30 49 0
66 49 78 0
-31 93 92 0
-7 -41 -71 0
48 8 -90 0
72 -99 -63 0
-13 83 64 0
-30 77 -46 0
84 90 -24 0
86 -4 60 0
80 15 2 0
-87 -49 62 0
-52 -7 -49 0
15 73 -4 0
-6 80 -39 0
-72 1 -16 0
-77 -53 -67 0
10 -2 49 0
46 95 33 0
48 46 12 0
6 -29 -3 0
-92 -17 50 0
-14 -36 63 0
9 44 -13 0
28 -43 73 0
-57 -22 23 0
-94 -54 34 0
-17 57 -87 0
66 -54 -100 0
71 -50 18 0
-91 17 -86 0
-87 18 52 0
24 77 85 0
72 -95 17 0
51 94 -32 0
20 41 77 0
85 47 -92 0
60 33 -61 0
25 -33 96 0
-99 59 -68 0
13 -15 -12 0
60 67 49 0
-85 36 -22 0
86 -94 -31 0
11 -96 -61 0
25 -53 74 0
-43 15 -6 0
70 96 -9 0
-57 -77 62 0
-13 -44 -75 0
30 -39 -3 0
-54 -79 -20 0
9 55 37 0
46 92 -9 0
-6 -74 -45 0
24 -26 -79 0
-7 55 -81 0
13 40 72 0
20 -11 83 0
-85 -73 -98 0
84 90 -59 0
-13 -5 34 0
14 63 -35 0
27 26 81 0
-85 17 -91 0
74 -32 13 0
7 33 86 0
-98 -18 31 0
39 96 -22 0
60 30 32 0
47 29 -12 0
-89 -29 9 0
-43 -53 -63 0
12 -71 -84 0
77 47 95 0
-84 -41 8 0
89 -99 4 0
84 -2 -93 0
-40 -32 -84 0
-84 -5 59 0
98 62 -80 0
-76 33 -5 0
-74 -94 77 0
7 -98 63 0
-13 75 -59 0
5 43 28 0
45 2 -30 0
17 -63 68 0
48 -83 -13 0
43 32 19 0
31 -56 -73 0
-75 -46 21 0
89 -7 54 0
-70 43 -72 0
85 -94 84 0
67 32 -86 0
86 54 3 0
-15 14 34 0
65 45 -71 0
-90 -21 -53 0
76 36 -94 0
-47 -4 -49 0
14 -61 92 0
21 24 -2 0
-38 -66 -74 0
-17 -96 -45 0
91 -8 89 0
-21 3 4 0
80 55 23 0
36 71 -4 0
44 22 58 0
4 49 1 0
-52 -46 95 0
56 1 -27 0
46 -98 72 0
61 32 26 0
42 41 -26 0
-6 -41 -73 0
-2 98 46 0
-34 -18 -49 0
-69 48 19 0
-48 87 46 0
93 -65 97 0
50 100 -56 0
17 -62 24 0
-24 62 -22 0
75 -57 1 0
96 90 -6 0
89 -54 73 0
-43 29 77 0
-55 -53 -59 0
-29 74 28 0
-16 -7 -39 0
-62 80 32 0
47 -65 46 0
99 52 -77 0
-30 -91 -24 0
72 -95 11 0
2 -84 -79 0
-17 69 -70 0
50 14 100 0
6 30 13 0
50 -24 -95 0
47 -1 -17 0
-19 -90 24 0
-85 -52 55 0
71 -74 -78 0
87 -98 -54 0
39 -98 -48 0
47 25 80 0
6 -71 16 0
-85 16 3 0
41 52 35 0
97 -78 -68 0
-100 -17 -12 0
53 38 -29 0
83 80 -79 0
-48 -5 70 0
-14 -32 51 0
-63 80 50 0
-5 57 -70 0
28 46 -47 0
-16 -77 56 0
5 59 47 0
-63 -32 -21 0
-34 76 4 0
91 -95 9 0
-53 -35 -30 0
-50 -40 86 0
-100 -12 -69 0
87 -26 -30 0
-41 -98 -39 0
12 -40 -11 0
20 25 -64 0
62 28 -50 0
-96 86 -26 0
60 -94 -91 0
-83 84 58 0
80 2 60 0
-64 -80 9 0
11 -75 6 0
63 -81 7 0
90 -19 -40 0
-68 2 75 0
-51 -67 -21 0
58 -25 -33 0
76 56 81 0
83 6 73 0
67 78 -56 0
45 -76 70 0
-14 66 -63 0
22 90 85 0
26 87 35 0
29 26 -71 0
20 27 -3 0
-65 98 89 0
32 52 -8 0
42 83 -57 0
57 -74 -72 0
-55 -54 -94 0
-59 -8 21 0
45 -48 25 0
8 -42 78 0
65 11 50 0
-62 -7 88 0
-67 -58 -36 0
-95 42 37 0
34 49 -78 0
10 -27 -54 0
40 -20 58 0
-80 71 -70 0
98 -36 -35 0
64 53 -31 0
28 93 84 0
37 56 7 0
-70 -4 44 0
-81 -52 -15 0
82 80 1 0
31 -73 -95 0
87 45 -48 0
74 8 61 0
5 15 70 0
-66 -84 54 0
6 -23 38 0
-59 -99 77 0
-25 59 69 0
25 80 -20 0
-42 20 -24 0
-28 31 -87 0
52 -2 -12 0
-55 100 -80 0
-61 -85 68 0
77 -19 83 0
-98 -10 12 0
-93 -74 29 0
90 16 -28 0
-88 74 -68 0
68 -42 70 0
-100 -81 -73 0
-21 -12 -29 0
-65 68 -94 0
60 86 -94 0
20 74 90 0
76 -38 -44 0
48 -23 -74 0
68 49 4 0
29 77 41 0
25 -79 -36 0
4 -32 -49 0
-22 -10 24 0
-83 -25 -4 0
96 34 62 0
-29 25 -66 0
-67 42 10 0
-60 -53 56 0
22 97 63 0
-11 -99 14 0
97 -33 -15 0
-13 -10 19 0
-15 54 -69 0
-78 96 14 0
71 -45 99 0
-88 -72 89 0
-3 98 40 0
84 99 45 0
-25 -49 -95 0
33 -90 29 0
21 53 -79 0
-55 -67 88 0
69 -95 9 0
98 -31 80 0
79 33 35 0
-91 94 -56 0
20 -95 -83 0
-84 72 81 0
86 47 -100 0
10 30 -83 0
-71 48 -11 0
-41 48 66 0
29 -18 -99 0
32 67 55 0
98 -24 10 0
53 74 19 0
73 -3 77 0
38 47 -91 0
54 -4 63 0
43 7 62 0
-17 -45 1 0
4 -32 77 0
-9 17 -5 0
-72 -5 -80 0
-98 99 80 0
-92 -74 -39 0
44 29 84 0
-51 3 12 0
13 46 -48 0
55 -49 -20 0
-37 36 64 0
-56 75 -44 0
48 -32 -31 0
-16 51 28 0
-7 40 90 0
-67 -78 -92 0
43 -77 59 0
87 86 28 0
-26 -34 -4 0
92 58 -80 0
-92 19 -15 0
81 71 -52 0
47 -37 -87 0
26 -62 59 0
-17 -2 -14 0
-87 83 15 0
-19 -48 -40 0
14 1 -86 0
-68 -74 -10 0
-57 46 26 0
26 -88 63 0
-18 -58 57 0
99 -38 -16 0
86 35 25 0
-8 -30 -93 0
93 69 -28 0
45 -66 -64 0
-56 26 94 0
46 -59 52 0
21 14 27 0
51 -22 52 0
-6 20 32 0
64 -77 -95 0
38 -50 54 0
-89 56 -47 0
52 -16 -93 0
-30 29 -54 0
-50 -30 39 0
-50 96 8 0
-52 -99 62 0
-39 55 3 0
-18 -52 -2 0
69 95 86 0
-44 -45 -77 0
-80 37 -28 0
49 -78 74 0
90 -73 82 0
-54 -33 -40 0
84 39 -69 0
54 70 88 0
-84 9 -8 0
37 51 83 0
-15 -95 18 0
-96 51 -44 0
-22 -62 24 0
-85 78 -98 0
65 84 3 0
51 -74 -87 0
-59 -86 -91 0
-6 88 7 0
52 -42 37 0
-20 -85 11 0
-40 -22 4 0
-2 91 94 0
-38 2 -32 0
12 -43 45 0
-88 7 28 0
-7 97 -2 0
-58 -42 97 0
97 -68 41 0
86 24 17 0
92 -57 -33 0
62 60 81 0
-60 73 -54 0
67 -54 36 0
88 8 -23 0
62 71 10 0
-82 47 -58 0
19 23 2 0
33 -2 26 0
-20 18 -62 0
-46 58 88 0
79 91 64 0
7 78 -79 0
83 -37 95 0
53 23 -82 0
65 79 -29 0
52 42 69 0
39 -77 3 0
80 15 51 0
4 62 77 0
60 -30 90 0
-84 16 50 0
-64 -68 30 0
-58 -69 43 0
-41 6 -11 0
98 -77 84 0
15 -87 20 0
56 7 62 0
95 45 77 0
-13 48 -46 0
-98 24 -31 0
40 -78 2 0
-4 53 45 0
22 85 -65 0
100 -84 20 0
-19 94 -99 0
77 28 76 0
18 31 -9 0
67 -25 -91 0
-53 66 -38 0
-98 -20 77 0
-55 81 -84 0
35 88 63 0
97 51 57 0
-34 -91 -14 0
-85 -57 -31 0
28 -22 49 0
-48 -17 -11 0
-68 24 -8 0
-14 34 -98 0
-14 97 96 0
-93 -58 6 0
9 -80 -50 0
-71 84 -27 0
-30 82 63 0
44 -79 93 0
-89 16 45 0
-67 -68 -24 0
40 -50 13 0
-9 37 76 0
-80 -40 -88 0
79 31 -71 0
62 64 -49 0
-66 -5 -9 0
70 43 4 0
-92 70 18 0
79 -49 -98 0
73 -26 -50 0
64 -43 -85 0
88 -83 -71 0
-49 -9 -3 0
-12 -13 -20 0
47 -96 27 0
-35 -94 59 0
-16 -64 51 0
-94 36 -67 0
61 36 -32 0
-39 -11 8 0
-16 38 -77 0
78 -12 -81 0
46 33 60 0
-4 -86 -85 0
86 42 84 0
15 -40 -29 0
70 -4 88 0
-28 -35 -4 0
-27 72 -37 0
-61 -13 -66 0
-4 36 -61 0
14 -45 -77 0
-77 38 25 0
69 58 -73 0
79 25 -18 0
-13 -93 35 0
-13 -43 67 0
-58 8 62 0
-44 8 24 0
-89 51 88 0
-70 -78 -5 0
56 -17 -66 0
40 -57 19 0
-34 85 -76 0
-67 75 99 0
-80 97 11 0
-27 92 58 0
-90 6 11 0
-39 93 45 0
-71 -26 41 0
1 8 77 0
-26 84 25 0
50 -44 -77 0
-28 17 -7 0
2 92 18 0
46 -84 -18 0
53 42 52 0
14 87 41 0
-62 45 58 0
47 -81 -97 0
-68 -45 28 0
8 -51 3 0
-33 26 -58 0
34 -71 90 0
-59 84 -98 0
12 75 -4 0
64 -90 -95 0
-46 -74 -56 0
-18 26 -61 0
65 17 -63 0
85 43 -24 0
-35 34 -100 0
-10 -36 -54 0
-19 -33 -73 0
-7 32 44 0
-11 88 -66 0
100 -41 -50 0
-4 -43 61 0
91 52 74 0
41 86 5 0
-96 -92 -14 0
-16 7 -98 0
23 36 -71 0
10 -49 -62 0
17 -27 54 0
-17 40 -99 0
100 82 25 0
57 11 18 0
-3 31 38 0
56 -37 -58 0
-60 -59 47 0
45 -28 32 0
-3 -18 1 0
100 -57 73 0
-3 35 -75 0
11 2 45 0
-62 20 35 0
-99 -81 46 0
34 -14 49 0
80 52 -34 0
49 98 -37 0
-95 94 -53 0
88 -14 -15 0
-82 -73 96 0
10 -48 -61 0
-75 -33 -63 0
-48 -65 71 0
64 27 87 0
-68 -15 -95 0
-31 -81 -70 0
-75 42 -11 0
-8 18 86 0
-48 -29 20 0
-91 -24 -76 0
-64 -26 -98 0
-34 53 23 0
84 40 54 0
43 -45 68 0
72 66 99 0
-93 20 99 0
-53 8 -61 0
-56 -80 8 0
-36 73 38 0
72 10 36 0
66 -52 65 0
3 89 65 0
-77 -69 38 0
-78 -36 53 0
18 38 -55 0
96 -71 67 0
-20 42 -23 0
-27 91 28 0
9 89 68 0
-28 -60 -8 0
-61 -7 -69 0
4 -55 -2 0
-53 -27 -42 0
-39 15 86 0
23 -22 60 0
70 -46 -14 0
16 6 50 0
42 -99 92 0
47 45 43 0
-1 38 9 0
-18 -14 13 0
-60 34 -45 0
-57 99 23 0
-84 83 100 0
-42 58 -31 0
-51 1 6 0
-24 -18 30 0
14 -100 77 0
14 27 17 0
-91 84 17 0
-49 9 -94 0
76 -15 -29 0
82 -56 68 0
78 -18 20 0
-46 57 55 0
35 -71 -7 0
100 -39 -43 0
-80 61 88 0
-76 -39 -61 0
-97 19 -64 0
5 92 -8 0
58 54 12 0
-63 36 -71 0
21 72 -59 0
50 58 46 0
70 73 6 0
56 -28 63 0
-65 -93 81 0
-21 -58 -42 0
-81 -60 41 0
-3 -8 -66 0
-67 39 -31 0
68 -96 37 0
-84 -29 -68 0
-99 56 -87 0
81 -31 80 0
-6 25 40 0
-37 -69 -61 0
-93 -60 -26 0
-23 -7 6 0
-27 -43 -61 0
81 92 82 0
97 -74 82 0
-94 54 -29 0
-43 -98 100 0
-26 25 -28 0
50 13 18 0
-46 81 -76 0
95 19 -43 0
93 -59 -100 0
47 44 -68 0
81 -91 -9 0
-78 97 -4 0
-5 69 64 0
-26 -98 -60 0
61 14 98 0
36 -84 -46 0
84 65 -10 0
76 -19 -85 0
-93 -43 62 0
-2 -44 -50 0
88 -68 97 0
84 88 20 0
-22 -51 94 0
21 -48 57 0
1 -32 84 0
5 73 -11 0
-99 26 -11 0
-77 -71 -8 0
15 -7 28 0
-34 8 -32 0
6 1 86 0
62 56 91 0
6 -13 97 0
-38 -76 -48 0
-94 71 9 0
-88 -44 -16 0
94 -65 -1 0
-19 18 -44 0
81 87 75 0
-82 -39 64 0
-18 19 -54 0
28 46 -67 0
18 -79 21 0
17 16 -94 0
17 -61 -38 0
49 -37 97 0
55 31 -81 0
78 49 64 0
-70 -37 -95 0
-34 -67 23 0
-68 54 -69 0
29 -53 -36 0
33 53 -92 0
-96 44 61 0
69 -9 -37 0
93 -17 98 0
94 14 -27 0
9 -23 -18 0
-89 95 -96 0
