c instance by G2
52 -25 -94 0
-34 -48 58 0
10 -9 58 0
71 -14 -92 0
-5 46 67 0
-79 96 69 0
-51 -15 66 0
53 13 99 0
-71 95 -20 0
46 77 88 0
55 38 -99 0
-72 34 -77 0
10 -29 -65 0
20 67 25 0
-49 20 -29 0
-69 33 -65 0
-60 -50 10 0
30 -4 -69 0
4 -74 -35 0
-75 10 -33 0
76 -49 -38 0
-9 92 -15 0
6 -67 -52 0
-66 -67 87 0
59 -94 -53 0
-4 -38 76 0
6 -11 -36 0
-78 61 -65 0
-95 86 -2 0
-32 1 49 0
-80 47 97 0
81 -88 72 0
45 -10 36 0
7 69 -38 0
92 13 -33 0
20 69 -70 0
68 -46 -66 0
97 44 87 0
96 -33 86 0
-62 86 -93 0
-25 -3 -95 0
81 -51 -61 0
12 -55 4 0
18 56 34 0
-75 30 97 0
46 26 -56 0
-36 -79 49 0
-67 87 -3 0
-6 -43 17 0
60 17 63 0
-3 -27 -46 0
-100 24 60 0
-32 -87 82 0
46 28 -64 0
15 -54 30 0
95 -67 55 0
-79 22 -98 0
-75 39 63 0
78 -72 -44 0
79 28 -85 0
-86 -12 -25 0
99 -69 -59 0
-10 79 94 0
53 -34 11 0
59 34 -50 0
75 -47 -93 0
-86 65 -66 0
-25 93 -76 0
-62 82 58 0
80 -61 -50 0
-25 94 79 0
-25 -21 40 0
-98 78 55 0
-65 -55 -57 0
18 -77 -83 0
-84 -58 -94 0
-11 -84 82 0
-7 -91 59 0
-32 69 88 0
-86 5 89 0
-81 -91 -22 0
100 20 -13 0
93 -52 16 0
-21 4 62 0
54 10 -23 0
-3 -64 -93 0
67 -66 -86 0
75 36 46 0
-30 -18 -58 0
-65 -72 6 0
-9 -79 60 0
48 -85 -97 0
6 -48 -92 0
-84 52 -69 0
-41 8 -21 0
100 38 -91 0
-90 -25 -54 0
-51 -17 92 0
-14 80 -42 0
-37 -43 54 0
51 10 -59 0
46 -10 56 0
25 -78 87 0
84 11 -67 0
67 37 92 0
100 74 -60 0
-78 -30 79 0
58 100 -5 0
-38 -52 25 0
53 67 -8 0
-74 -71 95 0
-6 -45 -22 0
74 -9 5 0
-100 33 -15 0
82 -52 -92 0
-78 -67 1 0
-1 -43 71 0
-34 94 -86 0
40 -60 -98 0
37 80 -27 0
-82 84 27 0
10 -96 -64 0
53 49 -19 0
-63 65 -77 0
-42 -59 -75 0
77 -9 -61 0
30 -81 42 0
-62 -99 -76 0
47 -48 23 0
-72 -31 -59 0
-24 61 8 0
66 54 73 0
-6 10 -94 0
38 59 44 0
-6 46 -39 0
98 -59 -80 0
-5 10 82 0
81 54 -51 0
-5 -79 33 0
40 19 34 0
-4 20 49 0
10 -57 -14 0
-94 -77 -52 0
-94 -60 -14 0
-7 -85 -59 0
65 -88 54 0
69 -45 -62 0
-1 -39 29 0
88 -22 55 0
66 61 10 0
-66 -21 60 0
-76 -80 2 0
42 -94 -78 0
-34 80 79 0
-22 81 -10 0
98 54 -53 0
-36 50 -27 0
93 -88 -74 0
61 -67 86 0
40 25 90 0
-82 79 -70 0
87 -5 -53 0
-31 43 49 0
87 85 -15 0
66 4 43 0
-13 -99 -95 0
39 -24 -61 0
-43 -96 81 0
78 -84 38 0
-99 -75 -73 0
-78 -48 35 0
25 -99 24 0
-64 67 93 0
-4 84 -24 0
-100 41 55 0
-7 -94 -36 0
50 86 -11 0
81 55 -14 0
53 81 54 0
6 14 12 0
7 -43 -58 0
56 39 -80 0
13 -83 75 0
-21 -19 2 0
-29 34 84 0
-37 -54 81 0
-89 -45 -84 0
-73 -20 -8 0
92 -3 -12 0
34 -30 -89 0
-26 81 96 0
-57 -33 81 0
-77 76 75 0
3 -37 -42 0
78 11 40 0
-99 -56 -68 0
-18 -58 76 0
-75 61 -80 0
-51 -3 -41 0
-86 -38 -42 0
5 37 -61 0
-100 -25 19 0
17 -61 81 0
85 -34 51 0
90 -88 -100 0
-13 -42 -71 0
68 17 29 0
-63 56 98 0
-1 -91 14 0
27 34 -57 0
-66 78 -37 0
68 -89 81 0
25 -47 3 0
87 -14 88 0
-97 -24 -71 0
-69 -6 -55 0
-24 -93 -22 0
23 -63 62 0
-87 3 97 0
90 81 52 0
-45 -16 13 0
80 34 4 0
-38 -41 -9 0
1 -26 -50 0
-82 -26 48 0
-88 -71 -90 0
-88 47 96 0
67 49 -89 0
47 22 90 0
10 -88 64 0
3 16 -5 0
-52 -50 3 0
-68 92 -82 0
-95 46 -99 0
-74 -54 69 0
15 39 32 0
-34 -9 -32 0
13 20 22 0
-90 -77 -50 0
40 31 -3 0
-32 -94 95 0
-17 61 -70 0
-66 -94 5 0
87 -35 -80 0
44 70 59 0
88 -7 -50 0
-94 51 -43 0
-41 -20 80 0
-88 60 31 0
21 65 8 0
-40 -19 -54 0
