c instance by G2
62 64 -49 0
-52 -46 95 0
36 71 -4 0
77 -10 -73 0
33 -2 26 0
-45 -20 87 0
-53 8 -61 0
-19 -65 39 0
-76 33 -5 0
-60 19 -37 0
-35 -36 92 0
7 78 -79 0
46 -84 -18 0
-13 75 -59 0
-91 84 17 0
45 44 -18 0
15 -87 20 0
69 -62 -74 0
80 52 -34 0
-58 83 36 0
97 -68 41 0
98 -36 -35 0
16 6 50 0
71 -74 -78 0
-55 -4 16 0
-98 24 -31 0
-76 -27 65 0
-82 47 -58 0
93 6 95 0
7 -85 -83 0
-59 -28 2 0
78 13 96 0
-68 -27 83 0
90 -19 -40 0
85 8 16 0
95 73 65 0
-40 89 56 0
41 52 35 0
-59 -99 77 0
-15 63 56 0
-29 -44 -18 0
99 -31 -77 0
73 -63 -18 0
60 86 -94 0
90 54 95 0
-52 -40 -70 0
-17 -30 -4 0
33 53 -92 0
-55 85 -11 0
-49 -79 -22 0
-38 2 -32 0
87 -47 -54 0
25 35 67 0
-36 38 84 0
5 53 -83 0
-41 -98 -39 0
-56 26 94 0
52 42 69 0
93 -28 56 0
-6 72 -75 0
90 -43 81 0
28 46 -47 0
17 -61 -38 0
86 35 25 0
-50 78 18 0
-69 5 88 0
-16 -7 -39 0
7 33 86 0
-28 -38 -79 0
-37 -99 -69 0
63 -81 7 0
5 44 -78 0
-26 64 61 0
-26 84 25 0
20 18 -65 0
-19 -90 24 0
-7 97 -2 0
74 23 96 0
98 20 -89 0
-18 2 72 0
67 -54 36 0
85 50 -3 0
-40 46 6 0
-16 -77 56 0
10 -49 -62 0
60 -49 22 0
78 65 21 0
-13 -5 34 0
-44 63 -22 0
79 91 64 0
71 -50 18 0
39 -77 3 0
-31 -81 -70 0
47 -1 -17 0
7 -28 -5 0
84 -92 -78 0
-72 22 -76 0
-54 -79 -20 0
2 92 18 0
-63 -56 -70 0
15 -42 88 0
38 55 -40 0
30 -39 -3 0
-85 -52 55 0
5 43 28 0
-88 -44 -16 0
-40 -22 4 0
-17 40 -99 0
-14 -92 83 0
-31 -37 -12 0
84 65 -10 0
24 -35 -8 0
-26 75 -92 0
92 98 65 0
21 14 27 0
-35 50 40 0
56 1 -27 0
-8 -30 -93 0
-10 -23 24 0
15 -32 51 0
-10 43 -80 0
-4 36 -61 0
-50 -30 39 0
90 -4 83 0
21 24 -2 0
97 51 57 0
-12 36 78 0
12 -43 45 0
66 -22 4 0
4 -55 -2 0
-89 -76 -16 0
-49 9 -94 0
46 92 -9 0
-13 83 64 0
-13 92 40 0
53 74 19 0
-28 -35 -4 0
-30 -45 -38 0
-67 75 99 0
87 27 -42 0
23 -83 61 0
94 -53 -1 0
85 47 -92 0
84 -69 92 0
18 -12 79 0
-43 84 97 0
-24 -97 55 0
-97 -24 47 0
-11 60 -22 0
-77 50 -20 0
34 49 -78 0
13 -15 -12 0
70 47 -44 0
47 44 -68 0
-14 -36 63 0
47 -96 27 0
93 -65 97 0
-73 -98 65 0
1 8 77 0
74 -32 13 0
70 40 -42 0
-85 17 -91 0
-66 -45 -46 0
49 82 -55 0
11 -96 -61 0
-10 -2 -33 0
-85 36 -22 0
69 -62 -23 0
95 -52 39 0
40 -38 -45 0
74 2 43 0
56 7 62 0
10 30 -83 0
-61 -85 68 0
-74 -23 -15 0
-34 76 4 0
8 -51 3 0
15 39 -16 0
-10 25 -23 0
-3 35 -75 0
-44 8 24 0
-43 29 77 0
95 45 77 0
-87 83 15 0
88 -68 97 0
-72 11 18 0
-100 -6 -63 0
-99 -74 -30 0
8 -2 -50 0
-14 60 88 0
81 92 82 0
90 -32 62 0
14 63 -35 0
-72 -5 -80 0
-1 -87 74 0
-66 -63 39 0
-50 87 29 0
-6 -41 -73 0
62 -69 77 0
64 53 -31 0
-31 16 -51 0
-75 42 -11 0
62 48 100 0
-94 -54 34 0
90 -85 9 0
48 85 -83 0
49 -16 -56 0
76 44 -91 0
19 29 40 0
-55 -60 85 0
32 52 -8 0
79 -49 -98 0
35 88 63 0
-48 87 46 0
-12 -17 24 0
40 -9 42 0
-18 24 76 0
-31 93 92 0
-12 -76 77 0
-97 83 46 0
-29 18 89 0
67 -25 -91 0
-68 2 75 0
91 28 99 0
61 76 -89 0
45 -66 -64 0
-7 66 -11 0
65 45 -71 0
-98 -20 77 0
-18 -14 13 0
78 2 -61 0
-12 -13 -20 0
-23 6 -44 0
88 87 -63 0
42 -84 -79 0
99 83 62 0
13 46 -48 0
12 -46 43 0
20 74 90 0
37 56 7 0
98 -24 10 0
64 -77 -95 0
40 -50 13 0
86 -94 -31 0
58 -25 -33 0
67 78 -56 0
46 95 33 0
35 -71 -7 0
83 -30 49 0
34 -14 49 0
-76 67 36 0
-56 -41 9 0
46 -98 72 0
-82 -39 64 0
38 -70 19 0
-66 -5 -9 0
91 17 26 0
-91 -24 -76 0
74 2 -5 0
-98 -10 12 0
51 -22 52 0
-46 -23 49 0
9 89 68 0
-86 81 95 0
86 54 3 0
86 47 -100 0
-11 -99 14 0
-77 -62 71 0
-16 -75 46 0
80 62 71 0
40 -57 19 0
-21 -12 -29 0
-59 39 48 0
73 41 -6 0
-93 86 -83 0
-99 26 -11 0
76 56 81 0
96 -71 67 0
-96 44 61 0
66 -52 65 0
-62 20 35 0
7 -98 63 0
-91 -6 15 0
-4 -86 -85 0
-92 -74 -39 0
-91 17 -86 0
