c instance by G2
-61 50 -38 0
-48 -17 -11 0
-99 59 -68 0
-74 -19 -57 0
-82 47 -58 0
-88 7 28 0
-78 -36 53 0
99 83 62 0
24 -55 99 0
-22 -58 -85 0
-10 4 65 0
-26 84 25 0
68 -42 70 0
-2 91 94 0
76 -38 -44 0
-88 -44 -16 0
-27 92 58 0
86 24 17 0
80 15 51 0
-21 -12 -29 0
-85 16 3 0
85 47 -92 0
65 17 -63 0
-12 -13 -20 0
-61 90 56 0
-90 -75 -81 0
-2 -54 65 0
53 74 19 0
-62 86 -96 0
37 -16 -31 0
25 -79 -36 0
52 42 69 0
40 -57 19 0
28 -22 49 0
11 92 44 0
-87 -81 7 0
81 -32 26 0
8 -51 3 0
81 -31 80 0
85 -29 -4 0
73 -3 77 0
100 82 25 0
-53 -35 -30 0
49 -78 74 0
39 -98 -48 0
-3 -18 1 0
2 -24 62 0
78 -3 -73 0
96 -89 90 0
75 -57 1 0
-84 9 -8 0
-18 -14 13 0
7 78 -79 0
-24 -18 30 0
-36 50 95 0
-72 42 38 0
62 -17 77 0
60 33 -61 0
-18 19 -54 0
-34 -91 -14 0
47 95 81 0
-84 63 -38 0
91 -48 64 0
-98 -18 31 0
-51 -67 -21 0
97 -68 41 0
-72 8 -21 0
11 60 -1 0
-4 -86 -85 0
87 86 28 0
-68 54 -69 0
-74 -94 77 0
33 90 -20 0
56 7 62 0
-39 -57 -44 0
-3 9 -92 0
-96 44 61 0
-47 -4 -49 0
-55 -59 -49 0
-17 -30 -4 0
29 -53 -36 0
66 49 78 0
91 13 -45 0
-82 -39 64 0
-9 37 76 0
48 -23 -74 0
13 40 72 0
-91 72 33 0
55 -16 74 0
-39 -11 8 0
85 -86 94 0
47 -81 -97 0
52 -16 -93 0
8 -2 -50 0
-13 75 -59 0
83 -30 49 0
41 -74 -64 0
41 -64 -42 0
-68 -74 -10 0
-81 -52 -15 0
-67 39 -31 0
64 27 87 0
-26 -98 -60 0
-18 26 -61 0
-43 -32 84 0
-11 -99 14 0
69 -95 9 0
-24 90 99 0
14 87 41 0
74 23 96 0
-59 39 48 0
-16 38 -77 0
48 46 12 0
-66 -84 54 0
74 -27 -69 0
-5 4 -43 0
24 -8 -41 0
76 -26 -67 0
94 15 84 0
21 53 -79 0
-13 28 -75 0
-23 6 -44 0
-68 -72 -14 0
-57 -22 23 0
-89 -29 9 0
14 -45 -77 0
-7 97 -2 0
97 38 -69 0
56 61 -48 0
-98 -83 6 0
32 56 70 0
-5 -15 -34 0
-77 -69 38 0
90 16 -28 0
-82 -77 -73 0
72 66 99 0
78 2 -81 0
65 79 -29 0
87 27 -42 0
19 -90 11 0
73 -11 50 0
14 63 -35 0
-63 -32 -21 0
-5 57 -70 0
-10 -27 -24 0
78 74 30 0
15 -7 28 0
58 54 12 0
-25 -61 -64 0
79 91 64 0
91 52 74 0
52 2 -48 0
46 -84 -18 0
40 -50 13 0
61 32 26 0
-96 51 -44 0
-72 -20 -77 0
-89 56 -47 0
-30 -91 -24 0
-94 -54 34 0
-27 -43 -61 0
-67 75 99 0
-7 -97 -49 0
12 -71 -84 0
43 -45 68 0
-34 8 -32 0
72 -99 -63 0
84 -69 92 0
-89 -27 16 0
-76 33 -5 0
-53 66 -38 0
87 -19 -89 0
-15 14 34 0
-40 -22 4 0
46 -98 72 0
48 -61 85 0
54 -4 63 0
-39 93 45 0
51 -4 -22 0
-49 9 -94 0
-66 23 -29 0
-52 71 80 0
87 -77 -93 0
98 -77 84 0
45 -76 70 0
87 45 -48 0
-57 -77 62 0
-13 -60 -20 0
72 -16 -37 0
19 23 2 0
71 -74 -78 0
15 -87 20 0
-78 97 -4 0
20 41 77 0
-89 16 45 0
-23 -24 83 0
39 96 -22 0
-24 62 -22 0
-84 -5 59 0
53 23 -82 0
-26 75 -92 0
84 1 13 0
-93 20 99 0
13 46 -48 0
-60 19 -37 0
100 74 -72 0
-85 69 7 0
11 20 81 0
86 -4 60 0
-30 82 63 0
49 -16 -56 0
84 -37 69 0
11 -3 -100 0
-61 70 99 0
5 92 -44 0
-56 26 94 0
50 58 46 0
-62 71 -15 0
70 -4 88 0
17 -27 54 0
31 -73 -95 0
-85 -13 67 0
-85 41 87 0
7 33 86 0
-27 88 -20 0
45 44 -18 0
-38 2 -32 0
-14 -36 63 0
60 -49 22 0
-26 25 -28 0
-21 -31 -97 0
80 52 -34 0
72 -95 11 0
-46 57 55 0
82 -56 68 0
68 -96 37 0
-84 16 50 0
41 -72 88 0
-60 -53 56 0
-42 20 -24 0
-34 53 23 0
-85 17 -91 0
6 -29 -3 0
11 -96 -61 0
86 54 3 0
15 73 -4 0
-71 84 -27 0
-87 83 15 0
-73 84 46 0
21 14 27 0
-19 -48 -40 0
10 -2 49 0
-3 31 38 0
45 -48 25 0
86 -94 -31 0
-61 -7 -69 0
15 -42 88 0
96 -71 67 0
-14 -92 83 0
96 34 62 0
-85 78 -98 0
81 92 82 0
68 30 15 0
-52 -46 95 0
51 -22 52 0
46 -17 95 0
16 6 50 0
62 64 -49 0
46 -59 52 0
-60 34 -45 0
58 7 -70 0
52 -42 37 0
-18 24 76 0
23 36 -71 0
70 43 4 0
-17 57 -87 0
-61 -13 -66 0
3 22 41 0
-8 -30 -93 0
-92 -17 50 0
-35 3 23 0
62 56 91 0
-23 28 -49 0
-72 26 82 0
49 -62 -87 0
-6 88 7 0
-88 74 -68 0
-76 -27 65 0
-54 -45 29 0
64 -39 -48 0
-91 17 -86 0
31 -56 -73 0
-33 -16 -100 0
96 90 -6 0
-95 42 37 0
-24 29 -46 0
-71 -75 80 0
29 -18 -99 0
15 -40 -29 0
42 -84 -79 0
-84 -29 -68 0
47 45 43 0
-55 -67 88 0
-99 26 -11 0
70 47 -44 0
18 -12 79 0
-77 41 63 0
17 7 45 0
-19 -65 39 0
6 -22 65 0
-11 -82 -24 0
-16 7 -98 0
43 -37 3 0
-33 -40 -53 0
79 16 -21 0
-91 87 89 0
-81 -60 41 0
17 -62 24 0
-38 81 27 0
42 -71 -19 0
-70 -78 -5 0
-38 -66 -74 0
83 -37 95 0
-49 -79 -22 0
-64 -68 30 0
-3 98 40 0
97 -33 -15 0
-59 -18 44 0
-16 -64 51 0
-7 -41 -71 0
46 -56 76 0
13 65 84 0
46 95 33 0
47 11 -75 0
-81 -62 50 0
-55 -53 -59 0
44 1 72 0
-66 77 -68 0
-100 40 54 0
64 -77 -95 0
62 -87 8 0
-67 -58 -36 0
68 71 2 0
-1 38 9 0
-24 10 40 0
-6 -41 -73 0
94 -53 -1 0
14 75 -86 0
66 37 2 0
-70 43 -72 0
-4 -83 96 0
39 -77 3 0
15 -27 -56 0
91 -8 89 0
-46 81 -76 0
89 -99 4 0
-20 -85 11 0
-76 37 -10 0
42 -37 -67 0
85 -33 -12 0
-29 18 89 0
-69 48 19 0
97 -74 82 0
46 92 -9 0
21 -29 87 0
-50 -30 39 0
26 -88 63 0
67 -54 36 0
-68 -45 28 0
-63 80 50 0
40 -20 58 0
38 57 -72 0
1 8 77 0
80 7 66 0
92 58 -80 0
21 -99 30 0
-21 -75 17 0
-75 -46 21 0
21 72 -59 0
20 -11 83 0
-27 72 -37 0
-13 -10 19 0
-92 -30 9 0
36 -84 -46 0
-76 97 -78 0
30 64 -2 0
74 8 61 0
92 98 65 0
34 -71 90 0
95 73 65 0
-98 -10 12 0
56 1 -27 0
-36 73 38 0
-43 -98 100 0
-80 69 -90 0
100 20 -92 0
-97 83 46 0
77 -19 83 0
-14 60 88 0
79 31 -71 0
47 25 80 0
88 -68 97 0
2 91 33 0
-44 8 24 0
-9 17 -5 0
-56 73 19 0
-90 -21 -53 0
19 29 40 0
-91 -6 15 0
-61 59 77 0
-59 -35 38 0
38 -50 54 0
-33 51 62 0
70 73 6 0
-50 78 18 0
1 47 -6 0
-93 -43 62 0
-77 50 -20 0
26 87 35 0
-40 -92 -10 0
56 -28 63 0
-31 93 92 0
-21 -75 -50 0
-34 -67 23 0
51 94 -32 0
-40 46 6 0
100 -23 -25 0
5 15 70 0
3 52 45 0
15 -32 51 0
-58 -51 -8 0
100 -84 20 0
-34 -14 21 0
-23 -7 6 0
-55 -20 14 0
12 75 -4 0
-92 70 18 0
62 48 100 0
-6 80 -39 0
88 87 -63 0
-72 43 -66 0
-68 2 75 0
67 32 -86 0
30 71 -78 0
54 70 88 0
46 33 60 0
-21 3 4 0
86 47 -100 0
-39 15 86 0
-37 -92 -78 0
-36 44 -8 0
-65 57 -48 0
-50 -40 86 0
98 -24 10 0
-22 86 -3 0
4 49 1 0
20 -95 -83 0
30 -39 -3 0
27 20 -49 0
-77 -53 -67 0
-38 -22 77 0
-34 -18 -49 0
24 -26 -79 0
47 -96 27 0
10 1 -56 0
69 58 -73 0
-48 -29 20 0
47 44 -68 0
38 55 -40 0
72 10 36 0
42 -99 92 0
11 61 37 0
-98 24 -31 0
-99 -74 -30 0
65 84 3 0
-14 97 96 0
-91 60 -90 0
5 73 -11 0
-54 -79 -20 0
26 -62 59 0
86 35 25 0
62 28 -50 0
76 -15 -29 0
-2 -8 -97 0
51 -74 -87 0
-28 17 -7 0
-18 -52 -2 0
65 -69 84 0
-62 45 58 0
1 -53 23 0
-31 -37 -12 0
-41 -98 -39 0
-100 -6 -63 0
25 80 -20 0
-95 94 -53 0
71 -50 18 0
40 -38 -45 0
-13 -5 34 0
50 1 18 0
-28 -60 -8 0
86 42 84 0
-37 11 -95 0
45 62 -18 0
89 -7 54 0
64 -43 -85 0
-17 69 -70 0
-59 -99 77 0
-93 -74 29 0
-84 72 81 0
9 42 -93 0
-46 58 88 0
-49 -9 -3 0
93 -65 97 0
-68 -15 -95 0
93 -17 98 0
-17 -2 -14 0
-100 -81 -73 0
-61 25 -55 0
66 -52 65 0
-37 36 64 0
-14 -32 51 0
90 54 95 0
50 -24 -95 0
99 -38 -16 0
83 80 -79 0
-80 97 11 0
98 58 -24 0
26 97 87 0
69 -62 -74 0
10 22 98 0
83 59 85 0
-93 -60 -26 0
44 29 84 0
17 30 83 0
-100 46 14 0
-83 -25 -4 0
-66 -63 39 0
-27 91 28 0
-94 -5 -84 0
41 -67 -57 0
61 36 -32 0
20 18 -65 0
3 89 65 0
60 67 49 0
76 -19 -85 0
35 88 63 0
-31 -84 -45 0
-11 60 -22 0
81 71 -52 0
89 6 4 0
-58 90 7 0
-8 18 86 0
-2 72 88 0
47 -37 -87 0
-61 -85 68 0
32 52 -8 0
50 13 18 0
-26 -34 -4 0
30 -47 19 0
-36 16 -96 0
6 30 13 0
-48 87 46 0
44 86 -93 0
21 24 -2 0
5 48 -69 0
68 -48 -12 0
47 29 10 0
9 -80 -50 0
98 62 -80 0
55 -49 -20 0
-71 48 -11 0
27 -78 17 0
23 -58 17 0
-80 71 -70 0
-63 36 -71 0
-70 -4 44 0
5 59 47 0
34 -14 49 0
-66 -5 -9 0
67 93 -62 0
-30 29 -54 0
100 -41 -50 0
2 92 18 0
8 -42 78 0
-41 48 66 0
88 -83 -71 0
70 96 -9 0
-52 -99 62 0
-1 -35 20 0
49 98 -37 0
69 -9 -37 0
-40 89 56 0
-4 53 45 0
-35 -45 36 0
24 77 85 0
63 -81 7 0
94 -22 -98 0
2 -84 -79 0
47 -12 87 0
77 28 76 0
41 52 35 0
45 -66 -64 0
-81 92 41 0
84 99 45 0
-65 -16 79 0
-94 54 -29 0
70 3 46 0
47 -1 -17 0
14 1 -86 0
27 26 81 0
95 45 77 0
65 45 -71 0
22 81 -25 0
11 39 51 0
60 -94 -91 0
-13 83 64 0
-34 5 76 0
85 -27 -1 0
84 39 -69 0
-34 76 4 0
-86 -84 -25 0
84 -92 -35 0
-34 85 -76 0
-78 96 14 0
-96 -92 -14 0
11 -75 6 0
43 7 62 0
93 69 -28 0
-19 -90 24 0
71 -80 72 0
90 -4 83 0
94 57 -28 0
67 -25 -91 0
-6 72 -75 0
-66 89 -83 0
-64 -80 9 0
-77 28 7 0
35 -71 -7 0
-99 -81 46 0
